"source","target","value"
"URY","ROU",1
"URY","RUS",5
"URY","ZAF",1
"URY","SEN",2
"URY","SGP",2
"URY","SVN",3
"URY","SOM",3
"URY","ESP",7
"URY","LKA",3
"URY","SWE",5
"URY","SYR",1
"URY","THA",2
"URY","TKM",2
"URY","TGO",2
"URY","TTO",2
"URY","TUN",2
"URY","TUR",5
"URY","ARE",1
"URY","GBR",5
"URY","UKR",3
"URY","USA",4
"URY","UZB",4
"URY","VEN",6
"URY","YEM",1
"URY","YUG",2
"USA","DZA",5
"USA","AUS",6
"USA","AUT",11
"USA","BEL",4
"USA","BGD",4
"USA","BOL",12
"USA","BRA",7
"USA","CAN",1
"USA","CHN",4
"USA","CRI",4
"USA","CUB",14
"USA","CYP",5
"USA","DNK",3
"USA","VNM",3
"USA","ECU",7
"USA","EGY",10
"USA","FIN",4
"USA","FRA",4
"USA","GHA",5
"USA","DEU",2
"USA","GTM",6
"USA","HTI",2
"USA","HUN",2
"USA","IND",2
"USA","IDN",3
"USA","IRL",6
"USA","IRN",16
"USA","ISR",1
"USA","ITA",1
"USA","JPN",1
"USA","LBY",5
"USA","MYS",2
"USA","MEX",5
"USA","MDA",2
"USA","MAR",3
"USA","NZL",5
"USA","NIC",8
"USA","NOR",8
"USA","NLD",4
"USA","VAT",2
"USA","PRK",11
"USA","QAT",4
"USA","KOR",3
"USA","RUS",5
"USA","SVK",3
"USA","ESP",4
"USA","SDN",6
"USA","SWE",4
"USA","CHE",6
"USA","THA",3
"USA","TTO",1
"USA","TUR",3
"USA","GBR",2
"USA","URY",7
"USA","VEN",19
"UZB","AFG",1
"UZB","DZA",4
"UZB","ARG",4
"UZB","AUS",4
"UZB","AUT",10
"UZB","AZE",3
"UZB","BHR",2
"UZB","BEL",5
"UZB","BLR",2
"UZB","BGD",4
"UZB","BRA",6
"UZB","KHM",2
"UZB","CAN",16
"UZB","CMR",3
"UZB","CHL",7
"UZB","CHN",2
"UZB","CRI",2
"UZB","CUB",6
"UZB","CZE",10
"UZB","DNK",5
"UZB","VNM",3
"UZB","ECU",3
"UZB","EGY",6
"UZB","EST",3
"UZB","FIN",4
"UZB","FRA",11
"UZB","DEU",7
"UZB","GTM",3
"UZB","HUN",8
"UZB","IDN",2
"UZB","IRL",6
"UZB","IRN",5
"UZB","IRQ",2
"UZB","ITA",4
"UZB","JPN",3
"UZB","KEN",2
"UZB","KAZ",2
"UZB","LVA",3
"UZB","MRT",1
"UZB","MYS",6
"UZB","MEX",9
"UZB","MDA",4
"UZB","MNE",2
"UZB","MAR",4
"UZB","NAM",3
"UZB","NIC",3
"UZB","NGA",3
"UZB","NOR",6
"UZB","NLD",7
"UZB","OMN",3
"UZB","PAK",3
"UZB","PRY",3
"UZB","PHL",5
"UZB",NA,4
"UZB","POL",7
"UZB","PRT",5
"UZB","QAT",2
"UZB","KOR",4
"UZB","ROU",2
"UZB","RUS",5
"UZB","ZAF",2
"UZB","SAU",3
"UZB","SEN",2
"UZB","SGP",2
"UZB","SVK",8
"UZB","SVN",4
"UZB","ESP",10
"UZB","LKA",2
"UZB","SWE",7
"UZB","CHE",9
"UZB","THA",3
"UZB","TKM",2
"UZB","TUN",2
"UZB","ARE",1
"UZB","GBR",8
"UZB","UKR",5
"UZB","URY",4
"UZB","USA",3
"UZB","VEN",2
"UZB","YEM",1
"VUT","DZA",10
"VUT","ARG",2
"VUT","ARM",2
"VUT","AUS",6
"VUT","AUT",5
"VUT","AZE",15
"VUT","BEL",6
"VUT","BTN",1
"VUT","BRA",5
"VUT","CAN",9
"VUT","CHN",2
"VUT","CUB",1
"VUT","CZE",6
"VUT","VNM",2
"VUT","EST",3
"VUT","TLS",6
"VUT","FRA",8
"VUT","GHA",1
"VUT","DEU",7
"VUT","IDN",2
"VUT","IRL",2
"VUT","IRQ",2
"VUT","ITA",4
"VUT","JPN",5
"VUT","MDV",4
"VUT","MYS",4
"VUT","MEX",9
"VUT","MNE",2
"VUT","MAR",2
"VUT","NZL",6
"VUT","NGA",3
"VUT","NLD",8
"VUT","PHL",6
"VUT","PRT",2
"VUT","SGP",2
"VUT","SVN",3
"VUT","SLB",2
"VUT","ESP",6
"VUT","LKA",2
"VUT","CHE",5
"VUT","THA",2
"VUT","TTO",3
"VUT","TUR",1
"VUT","GBR",5
"VUT","UKR",3
"VUT","URY",4
"VUT","USA",5
"VUT","VEN",3
"VEN","DZA",3
"VEN","AGO",2
"VEN","AUS",5
"VEN","BEL",4
"VEN","BLR",2
"VEN","BGD",2
"VEN","BOL",4
"VEN","BRA",4
"VEN","BRN",1
"VEN","KHM",2
"VEN","CAN",8
"VEN","CUB",10
"VEN","CZE",5
"VEN","DOM",2
"VEN","VNM",3
"VEN","ECU",2
"VEN","FRA",4
"VEN","DEU",2
"VEN","IDN",3
"VEN","IRN",3
"VEN","ISR",3
"VEN","JPN",1
"VEN","LAO",1
"VEN","LBN",2
"VEN","MYS",4
"VEN","MMR",1
"VEN","NIC",1
"VEN","NOR",6
"VEN","PAK",2
"VEN","VAT",4
"VEN","PRY",2
"VEN","PRK",3
"VEN","QAT",3
"VEN","RUS",2
"VEN","SAU",1
"VEN","SGP",2
"VEN","SVK",5
"VEN","SVN",4
"VEN","LKA",3
"VEN","CHE",4
"VEN","SYR",1
"VEN","THA",2
"VEN","TUR",4
"VEN","GBR",4
"VEN","URY",4
"VEN","USA",6
"VEN","ZWE",2
"WSM","DZA",3
"WSM","ARG",8
"WSM","AUS",3
"WSM","BRA",4
"WSM","CAN",6
"WSM","CHL",3
"WSM","CRI",4
"WSM","CUB",2
"WSM","ECU",13
"WSM","FRA",3
"WSM","DEU",3
"WSM","HUN",4
"WSM","IDN",6
"WSM","IRL",1
"WSM","JPN",2
"WSM","MDV",7
"WSM","MEX",3
"WSM","MAR",4
"WSM","NZL",6
"WSM","NIC",3
"WSM","NOR",7
"WSM","PHL",4
"WSM","ZAF",2
"WSM","SVK",6
"WSM","SVN",10
"WSM","ESP",8
"WSM","THA",4
"WSM","TUR",4
"WSM","GBR",5
"WSM","USA",7
"YEM","AFG",2
"YEM","DZA",7
"YEM","ARG",5
"YEM","AUS",5
"YEM","AUT",6
"YEM","AZE",3
"YEM","BHR",3
"YEM","BEL",6
"YEM","BTN",1
"YEM","BLR",3
"YEM","BGD",2
"YEM","BWA",2
"YEM","BRA",5
"YEM","CAN",9
"YEM","TCD",2
"YEM","CHL",3
"YEM","CHN",1
"YEM","COL",3
"YEM","COG",3
"YEM","CUB",4
"YEM","CZE",11
"YEM","DNK",6
"YEM","DJI",6
"YEM","VNM",5
"YEM","ECU",2
"YEM","EGY",5
"YEM","ERI",2
"YEM","ETH",2
"YEM","FRA",8
"YEM","DEU",8
"YEM","GTM",4
"YEM","HUN",4
"YEM","IDN",3
"YEM","IRL",2
"YEM","IRN",4
"YEM","IRQ",1
"YEM","ISR",3
"YEM","ITA",7
"YEM","JOR",7
"YEM","JPN",4
"YEM","KEN",1
"YEM","KWT",3
"YEM","KAZ",1
"YEM","LVA",3
"YEM","LBN",3
"YEM","LBY",2
"YEM","LTU",5
"YEM","MRT",3
"YEM","MDV",2
"YEM","MYS",4
"YEM","MEX",10
"YEM","MNE",2
"YEM","MAR",3
"YEM","NPL",1
"YEM","NIC",2
"YEM","NGA",3
"YEM","NOR",8
"YEM","NLD",7
"YEM","OMN",1
"YEM","PAK",4
"YEM","PHL",6
"YEM",NA,3
"YEM","POL",2
"YEM","PRT",6
"YEM","QAT",3
"YEM","KOR",4
"YEM","ZAF",2
"YEM","SAU",5
"YEM","SEN",2
"YEM","SGP",2
"YEM","SVK",2
"YEM","SVN",4
"YEM","SOM",4
"YEM","ESP",4
"YEM","SDN",4
"YEM","SWE",5
"YEM","CHE",4
"YEM","SYR",1
"YEM","THA",5
"YEM","TKM",2
"YEM","TUN",5
"YEM","TUR",3
"YEM","ARE",3
"YEM","GBR",6
"YEM","URY",4
"YEM","USA",9
"YEM","UZB",2
"YEM","VEN",3
"YEM","ZWE",2
"YUG","DZA",3
"YUG","AGO",1
"YUG","ARG",3
"YUG","ARM",1
"YUG","AUS",4
"YUG","AUT",6
"YUG","AZE",4
"YUG","BEL",2
"YUG","BTN",1
"YUG","BGD",1
"YUG","BRA",6
"YUG","BGR",1
"YUG","KHM",1
"YUG","CAN",10
"YUG","CHL",3
"YUG","CHN",1
"YUG","COL",2
"YUG","CRI",2
"YUG","HRV",1
"YUG","CUB",3
"YUG","CZE",5
"YUG","DNK",4
"YUG","VNM",1
"YUG","EGY",3
"YUG","EST",4
"YUG","FIN",3
"YUG","FRA",7
"YUG","GHA",2
"YUG","DEU",3
"YUG","GRC",3
"YUG","GTM",1
"YUG","HUN",3
"YUG","IDN",2
"YUG","IRL",6
"YUG","IRQ",1
"YUG","ITA",4
"YUG","JPN",3
"YUG","KWT",2
"YUG","KGZ",2
"YUG","LBY",5
"YUG","LTU",3
"YUG","MYS",2
"YUG","MEX",7
"YUG","MDA",4
"YUG","MAR",2
"YUG","NOR",5
"YUG","NLD",4
"YUG","PHL",4
"YUG",NA,2
"YUG","POL",7
"YUG","PRT",6
"YUG","KOR",4
"YUG","ROU",4
"YUG","RUS",1
"YUG","SGP",2
"YUG","SVK",6
"YUG","SVN",6
"YUG","ESP",5
"YUG","SWE",5
"YUG","CHE",9
"YUG","THA",2
"YUG","TUN",2
"YUG","GBR",5
"YUG","UKR",2
"YUG","URY",2
"YUG","USA",3
"ZMB","DZA",5
"ZMB","AGO",1
"ZMB","ARG",3
"ZMB","AUS",2
"ZMB","AUT",2
"ZMB","BEN",2
"ZMB","BFA",1
"ZMB","BLR",4
"ZMB","BRA",3
"ZMB","BDI",1
"ZMB","CAN",8
"ZMB","TCD",1
"ZMB","CHL",4
"ZMB","CHN",1
"ZMB","COG",2
"ZMB","CUB",3
"ZMB","CYP",1
"ZMB","DNK",2
"ZMB","COD",1
"ZMB","EGY",3
"ZMB","FIN",2
"ZMB","FRA",6
"ZMB","HUN",6
"ZMB","IDN",2
"ZMB","IRL",4
"ZMB","IRQ",5
"ZMB","ITA",7
"ZMB","JPN",2
"ZMB","KEN",2
"ZMB","LBY",1
"ZMB","MYS",2
"ZMB","MEX",5
"ZMB","NAM",4
"ZMB","NZL",5
"ZMB","NIC",3
"ZMB","NOR",5
"ZMB","NLD",4
"ZMB","PRY",1
"ZMB","PHL",2
"ZMB","ROU",1
"ZMB","RWA",1
"ZMB","ZAF",2
"ZMB","SEN",2
"ZMB","SGP",2
"ZMB","SVK",5
"ZMB","SVN",6
"ZMB","ESP",5
"ZMB","LKA",1
"ZMB","SWZ",1
"ZMB","THA",2
"ZMB","TGO",4
"ZMB","UGA",1
"ZMB","GBR",5
"ZMB","UKR",1
"ZMB","URY",3
"ZMB","USA",3
"ZMB","ZWE",2
"ZWE","DZA",3
"ZWE","AGO",2
"ZWE","AUS",4
"ZWE","AUT",4
"ZWE","BEL",5
"ZWE","BFA",3
"ZWE","BLR",1
"ZWE","BGD",2
"ZWE","BRA",6
"ZWE","CAN",5
"ZWE","TCD",2
"ZWE","CUB",2
"ZWE","CZE",4
"ZWE","DNK",4
"ZWE","COD",2
"ZWE","VNM",2
"ZWE","ETH",3
"ZWE","FRA",7
"ZWE","GHA",2
"ZWE","DEU",3
"ZWE","IDN",4
"ZWE","IRL",3
"ZWE","IRN",3
"ZWE","ITA",2
"ZWE","JPN",2
"ZWE","MYS",3
"ZWE","MEX",3
"ZWE","MAR",6
"ZWE","MMR",1
"ZWE","NAM",1
"ZWE","NZL",6
"ZWE","NOR",8
"ZWE","POL",4
"ZWE","PRT",6
"ZWE","PRK",2
"ZWE","KOR",3
"ZWE","ROU",2
"ZWE","RUS",3
"ZWE","ZAF",5
"ZWE","SGP",3
"ZWE","SVK",6
"ZWE","SVN",4
"ZWE","ESP",6
"ZWE","LKA",3
"ZWE","SWZ",1
"ZWE","CHE",7
"ZWE","THA",4
"ZWE","UGA",1
"ZWE","GBR",4
"ZWE","USA",4
"ZWE","VEN",1
"ZWE","ZMB",3
