"source","target","value"
"BGD","ZAF",3
"BGD","SAU",4
"BGD","SEN",2
"BGD","SLE",4
"BGD","SGP",3
"BGD","SVK",5
"BGD","SVN",4
"BGD","SOM",3
"BGD","ESP",4
"BGD","LKA",2
"BGD","SDN",6
"BGD","SWE",3
"BGD","CHE",5
"BGD","THA",3
"BGD","TKM",3
"BGD","TUN",3
"BGD","TUR",5
"BGD","ARE",1
"BGD","GBR",6
"BGD","UKR",1
"BGD","URY",5
"BGD","USA",3
"BGD","UZB",2
"BGD","VEN",5
"BGD","YEM",1
"BGD","ZWE",3
"BOL","DZA",8
"BOL","AGO",2
"BOL","ARG",5
"BOL","AUS",3
"BOL","AUT",8
"BOL","AZE",4
"BOL","BEL",3
"BOL","BEN",2
"BOL","BLR",5
"BOL","BGD",3
"BOL","BRA",6
"BOL","CAN",6
"BOL","CHL",7
"BOL","CHN",2
"BOL","COL",6
"BOL","CRI",5
"BOL","HRV",3
"BOL","CUB",4
"BOL","CZE",4
"BOL","DNK",4
"BOL","DOM",1
"BOL","VNM",2
"BOL","ECU",2
"BOL","EGY",6
"BOL","GNQ",3
"BOL","FIN",3
"BOL","FRA",5
"BOL","GHA",4
"BOL","DEU",7
"BOL","GTM",2
"BOL","HUN",2
"BOL","IND",2
"BOL","IDN",2
"BOL","IRL",2
"BOL","IRN",5
"BOL","ISR",8
"BOL","ITA",9
"BOL","KWT",2
"BOL","KGZ",3
"BOL","LAO",2
"BOL","LBN",4
"BOL","MYS",5
"BOL","MEX",7
"BOL","MNE",2
"BOL","MAR",2
"BOL","NIC",4
"BOL","NGA",2
"BOL","NOR",8
"BOL","NLD",7
"BOL","PAK",3
"BOL","PAN",1
"BOL","PRY",2
"BOL","PER",2
"BOL","PHL",3
"BOL",NA,3
"BOL","POL",4
"BOL","PRT",4
"BOL","PRK",2
"BOL","KOR",4
"BOL","ROU",2
"BOL","RUS",4
"BOL","ZAF",2
"BOL","SEN",5
"BOL","SLE",4
"BOL","SGP",2
"BOL","SVK",6
"BOL","SVN",7
"BOL","ESP",6
"BOL","LKA",2
"BOL","SWE",5
"BOL","CHE",6
"BOL","SYR",3
"BOL","THA",2
"BOL","TTO",3
"BOL","TUR",3
"BOL","GBR",6
"BOL","URY",4
"BOL","USA",6
"BOL","VEN",6
"BIH","AFG",1
"BIH","ALB",1
"BIH","DZA",5
"BIH","AGO",1
"BIH","ARG",8
"BIH","AUS",6
"BIH","AUT",11
"BIH","BHR",3
"BIH","BEL",6
"BIH","BLR",2
"BIH","BRA",5
"BIH","CAN",9
"BIH","CHL",6
"BIH","CHN",1
"BIH","CRI",2
"BIH","HRV",2
"BIH","CZE",8
"BIH","VNM",2
"BIH","EGY",5
"BIH","EST",3
"BIH","FIN",4
"BIH","FRA",13
"BIH","DEU",8
"BIH","HUN",3
"BIH","ISL",3
"BIH","IDN",2
"BIH","IRL",2
"BIH","IRN",4
"BIH","ISR",3
"BIH","ITA",10
"BIH","JOR",2
"BIH","JPN",1
"BIH","KWT",1
"BIH","KAZ",3
"BIH","LVA",4
"BIH","LBY",2
"BIH","LTU",6
"BIH","MKD",1
"BIH","MYS",6
"BIH","MEX",7
"BIH","MDA",1
"BIH","MAR",4
"BIH","NGA",1
"BIH","NOR",13
"BIH","NLD",7
"BIH","PAK",4
"BIH","PHL",1
"BIH","POL",6
"BIH","PRT",3
"BIH","QAT",5
"BIH","ROU",3
"BIH","RUS",3
"BIH","SAU",2
"BIH","SEN",2
"BIH","SLE",4
"BIH","SVK",6
"BIH","SVN",7
"BIH","ESP",10
"BIH","SWE",2
"BIH","CHE",9
"BIH","THA",2
"BIH","TUR",2
"BIH","GBR",6
"BIH","UKR",3
"BIH","URY",5
"BIH","USA",5
"BIH","VEN",4
"BIH","YUG",1
"BWA","DZA",5
"BWA","AGO",1
"BWA","ARG",5
"BWA","ARM",3
"BWA","AUS",6
"BWA","BEL",2
"BWA","BFA",2
"BWA","BGD",5
"BWA","BRA",7
"BWA","BDI",1
"BWA","CAN",8
"BWA","CMR",3
"BWA","CPV",3
"BWA","TCD",1
"BWA","CHL",6
"BWA","CHN",1
"BWA","COG",3
"BWA","CRI",3
"BWA","CUB",4
"BWA","CYP",2
"BWA","CZE",9
"BWA","DNK",5
"BWA","DJI",4
"BWA","VNM",1
"BWA","ECU",2
"BWA","EGY",9
"BWA","EST",1
"BWA","ETH",1
"BWA","TLS",3
"BWA","FIN",4
"BWA","FRA",10
"BWA","GHA",1
"BWA","DEU",5
"BWA","GTM",3
"BWA","HUN",4
"BWA","IDN",2
"BWA","IRL",7
"BWA","ITA",7
"BWA","KEN",2
"BWA","KWT",2
"BWA","LVA",2
"BWA","LSO",1
"BWA","LIE",3
"BWA","MDV",1
"BWA","MYS",2
"BWA","MUS",1
"BWA","MEX",10
"BWA","MAR",2
"BWA","NAM",3
"BWA","NZL",2
"BWA","NOR",8
"BWA","NLD",4
"BWA","VAT",1
"BWA","PRY",2
"BWA","PHL",1
"BWA",NA,2
"BWA","ROU",2
"BWA","RWA",2
"BWA","ZAF",5
"BWA","SEN",2
"BWA","SGP",2
"BWA","SVK",6
"BWA","SVN",7
"BWA","ESP",8
"BWA","LKA",2
"BWA","SWE",2
"BWA","TZA",5
"BWA","THA",2
"BWA","TGO",6
"BWA","TUN",3
"BWA","TUR",7
"BWA","UGA",1
"BWA","GBR",4
"BWA","URY",8
"BWA","USA",3
"BWA","ZWE",2
"BRA","DZA",3
"BRA","ARG",2
"BRA","AUS",3
"BRA","AZE",2
"BRA","BEL",5
"BRA","BFA",2
"BRA","CAN",3
"BRA","CPV",1
"BRA","TCD",1
"BRA","CHL",3
"BRA","CHN",1
"BRA","COL",2
"BRA","CRI",2
"BRA","CUB",2
"BRA","CZE",3
"BRA","DNK",2
"BRA","VNM",2
"BRA","ECU",2
"BRA","EGY",4
"BRA","EST",2
"BRA","TLS",1
"BRA","FIN",2
"BRA","FRA",4
"BRA","GHA",2
"BRA","DEU",3
"BRA","GRC",2
"BRA","GTM",1
"BRA","HND",2
"BRA","HUN",3
"BRA","IDN",2
"BRA","IRN",5
"BRA","IRQ",4
"BRA","ITA",1
"BRA","JPN",2
"BRA","LBN",1
"BRA","MYS",2
"BRA","MEX",4
"BRA","MAR",4
"BRA","MOZ",1
"BRA","NAM",3
"BRA","NPL",3
"BRA","NIC",1
"BRA","NGA",1
"BRA","NOR",3
"BRA","NLD",5
"BRA","PAK",2
"BRA","VAT",8
"BRA","PRY",2
"BRA","PER",4
"BRA","PHL",1
"BRA",NA,3
"BRA","POL",2
"BRA","PRT",3
"BRA","QAT",2
"BRA","KOR",3
"BRA","RUS",1
"BRA","ZAF",1
"BRA","SAU",1
"BRA","SEN",3
"BRA","SGP",2
"BRA","SVK",5
"BRA","SVN",3
"BRA","ESP",5
"BRA","LKA",1
"BRA","SWE",2
"BRA","CHE",3
"BRA","THA",2
"BRA","TUR",5
"BRA","GBR",3
"BRA","UKR",1
"BRA","URY",3
"BRA","USA",3
"BRA","UZB",2
"BRN","AFG",1
"BRN","ALB",3
"BRN","DZA",5
"BRN","ARG",8
"BRN","ARM",2
"BRN","AUS",7
"BRN","AZE",5
"BRN","BHR",3
"BRN","BEL",4
"BRN","BFA",2
"BRN","BTN",3
"BRN","BLR",4
"BRN","BGD",4
"BRN","BRA",7
"BRN","KHM",3
"BRN","CAN",12
"BRN","TCD",1
"BRN","CHL",5
"BRN","CHN",2
"BRN","CRI",2
"BRN","CUB",3
"BRN","CZE",5
"BRN","DJI",2
"BRN","VNM",4
"BRN","EGY",7
"BRN","TLS",2
"BRN","FRA",11
"BRN","GHA",3
"BRN","DEU",8
"BRN","IND",2
"BRN","IDN",3
"BRN","IRL",2
"BRN","IRN",7
"BRN","ITA",8
"BRN","JOR",5
"BRN","JPN",3
"BRN","KWT",2
"BRN","KAZ",3
"BRN","LAO",4
"BRN","LVA",1
"BRN","MDV",2
"BRN","MYS",5
"BRN","MEX",6
"BRN","MNE",2
"BRN","MAR",3
"BRN","MMR",2
"BRN","NZL",3
"BRN","NIC",3
"BRN","NGA",1
"BRN","NOR",7
"BRN","NLD",6
"BRN","OMN",2
"BRN","PAK",4
"BRN","PHL",4
"BRN",NA,2
"BRN","PRT",8
"BRN","QAT",2
"BRN","KOR",3
"BRN","ROU",2
"BRN","RUS",3
"BRN","SAU",4
"BRN","SLE",4
"BRN","SGP",3
"BRN","SVK",6
"BRN","SVN",8
"BRN","ESP",12
"BRN","LKA",2
"BRN","SDN",2
"BRN","SWE",9
"BRN","SYR",3
"BRN","THA",5
"BRN","TUN",3
"BRN","TUR",2
"BRN","ARE",2
"BRN","GBR",5
"BRN","UKR",2
"BRN","URY",5
"BRN","USA",11
"BRN","UZB",2
"BRN","VEN",2
"BRN","YEM",1
"BDI","DZA",5
"BDI","AGO",1
"BDI","ARG",6
"BDI","ARM",2
"BDI","AUS",6
"BDI","AUT",7
"BDI","AZE",7
"BDI","BEL",7
"BDI","BEN",1
"BDI","BFA",1
"BDI","BGD",3
"BDI","BRA",6
"BDI","CAN",6
"BDI","CMR",2
"BDI","CPV",1
"BDI","CIV",1
"BDI","TCD",1
"BDI","CHL",11
"BDI","CHN",1
"BDI","COL",3
"BDI","CRI",2
"BDI","CUB",1
"BDI","CYP",2
"BDI","CZE",7
"BDI","DNK",2
"BDI","DJI",5
"BDI","VNM",2
"BDI","EGY",7
"BDI","FRA",12
"BDI","DEU",5
"BDI","GTM",3
"BDI","HUN",4
"BDI","IDN",2
"BDI","IRL",6
"BDI","ITA",4
"BDI","JPN",4
"BDI","KEN",1
"BDI","LVA",2
"BDI","LBY",1
"BDI","LUX",3
"BDI","MDG",3
"BDI","MYS",5
"BDI","MEX",10
"BDI","MDA",5
"BDI","NAM",4
"BDI","NGA",2
"BDI","NOR",6
"BDI","NLD",4
"BDI","PAK",2
"BDI","VAT",5
"BDI","PRY",2
"BDI","PHL",1
"BDI",NA,2
"BDI","PRT",3
"BDI","KOR",3
"BDI","ROU",2
"BDI","RWA",2
"BDI","ZAF",3
"BDI","SEN",2
"BDI","SGP",2
"BDI","SVK",4
"BDI","SVN",5
"BDI","ESP",4
"BDI","LKA",2
"BDI","SDN",2
"BDI","SWE",2
"BDI","CHE",9
"BDI","THA",2
"BDI","TGO",3
"BDI","TUN",4
"BDI","TUR",3
"BDI","UGA",1
"BDI","GBR",5
"BDI","URY",5
"BDI","USA",3
"BDI","VEN",1
"BDI","ZWE",2
"BGR","DZA",4
"BGR","ARG",6
"BGR","ARM",2
"BGR","AUT",9
"BGR","AZE",3
"BGR","BEL",3
"BGR","BLR",3
"BGR","BIH",3
"BGR","BRA",4
"BGR","CAN",6
"BGR","CHL",2
"BGR","CHN",1
"BGR","CZE",2
"BGR","DNK",2
"BGR","FIN",7
"BGR","FRA",1
"BGR","GHA",2
"BGR","DEU",2
"BGR","GRC",2
"BGR","HUN",2
"BGR","IDN",3
"BGR","IRQ",2
"BGR","ITA",1
"BGR","MKD",3
"BGR","MYS",3
"BGR","MEX",3
"BGR","MDA",1
"BGR","MAR",2
"BGR","NGA",2
"BGR","NOR",9
"BGR","NLD",4
"BGR",NA,3
"BGR","SVK",3
"BGR","SVN",2
"BGR","ESP",9
"BGR","SWE",2
"BGR","CHE",6
"BGR","TUR",3
"BGR","GBR",4
"BGR","UKR",2
"BGR","USA",3
"BGR","YUG",1
"KHM","DZA",7
"KHM","AGO",3
"KHM","ARG",2
"KHM","AUS",4
"KHM","AUT",14
"KHM","AZE",7
"KHM","BEL",11
"KHM","BTN",2
"KHM","BLR",4
"KHM","BIH",1
"KHM","BWA",2
"KHM","BRA",9
"KHM","BRN",1
"KHM","CAN",6
"KHM","TCD",1
"KHM","CHL",3
"KHM","CHN",2
"KHM","COL",3
"KHM","COG",1
"KHM","HRV",3
"KHM","CUB",4
"KHM","CZE",10
"KHM","DNK",4
"KHM","DJI",3
"KHM","VNM",4
"KHM","ECU",2
"KHM","EGY",6
"KHM","TLS",2
"KHM","FRA",9
"KHM","GHA",1
"KHM","DEU",9
"KHM","HUN",6
"KHM","IND",2
"KHM","IDN",3
"KHM","IRL",6
"KHM","IRN",3
"KHM","IRQ",4
"KHM","ISR",3
"KHM","ITA",7
"KHM","JPN",5
"KHM","KEN",2
"KHM","LAO",3
"KHM","LVA",3
"KHM","MYS",6
"KHM","MEX",6
"KHM","MNE",2
"KHM","MAR",5
"KHM","MMR",4
"KHM","NPL",2
"KHM","NZL",7
"KHM","NIC",2
"KHM","NOR",7
"KHM","NLD",5
"KHM","PAK",6
"KHM","PHL",3
"KHM",NA,2
"KHM","POL",2
"KHM","PRT",6
"KHM","PRK",2
"KHM","KOR",3
"KHM","ROU",1
"KHM","RUS",4
"KHM","SEN",2
"KHM","SGP",2
"KHM","SVK",7
"KHM","SVN",3
"KHM","ESP",11
"KHM","LKA",2
"KHM","SWE",7
"KHM","CHE",8
"KHM","THA",5
"KHM","TKM",2
"KHM","TUN",5
"KHM","TUR",1
"KHM","GBR",5
"KHM","URY",5
"KHM","USA",7
"KHM","UZB",2
"KHM","VEN",5
"KHM","YUG",2
"CAN","DZA",6
"CAN","ARG",6
"CAN","ARM",1
"CAN","AUS",2
"CAN","AUT",4
"CAN","AZE",5
"CAN","BEL",2
"CAN","BFA",1
"CAN","BLR",5
"CAN","BOL",5
"CAN","BWA",2
"CAN","BRA",7
"CAN","BDI",3
"CAN","BGR",3
"CAN","KHM",2
"CAN","CPV",4
"CAN","CIV",2
"CAN","TCD",1
"CAN","CHL",6
"CAN","CHN",3
"CAN","CRI",2
"CAN","CUB",5
"CAN","CYP",1
"CAN","CZE",6
"CAN","DNK",4
"CAN","DJI",2
"CAN","VNM",3
"CAN","ECU",8
"CAN","EGY",11
"CAN","EST",2
"CAN","FIN",3
"CAN","FRA",10
"CAN","GAB",3
"CAN","DEU",3
"CAN","GTM",1
"CAN","HND",2
"CAN","HUN",2
"CAN","ISL",2
"CAN","IND",2
"CAN","IDN",6
"CAN","IRL",2
"CAN","IRN",9
"CAN","ITA",3
"CAN","JOR",4
"CAN","JPN",1
"CAN","LIE",2
"CAN","MKD",1
"CAN","MYS",6
"CAN","MEX",10
"CAN","MDA",2
"CAN","MNE",2
"CAN","MAR",3
"CAN","NAM",2
"CAN","NZL",2
"CAN","NIC",1
"CAN","NOR",7
"CAN","NLD",6
"CAN","PAK",10
"CAN","VAT",3
"CAN","PRY",2
"CAN","PER",4
"CAN","PHL",3
"CAN","PRT",9
"CAN","PRK",3
"CAN","KOR",1
"CAN","ROU",2
"CAN","RUS",5
"CAN","SAU",1
"CAN","SEN",2
"CAN","SLE",3
"CAN","SVK",7
"CAN","SVN",1
"CAN","ESP",6
"CAN","LKA",4
"CAN","SDN",3
"CAN","SWE",1
"CAN","CHE",4
"CAN","SYR",5
"CAN","THA",2
"CAN","TGO",5
"CAN","TTO",2
"CAN","TUN",4
"CAN","TUR",6
"CAN","GBR",7
"CAN","URY",5
"CAN","USA",3
"CAN","UZB",6
"CMR","AFG",2
"CMR","DZA",7
"CMR","AGO",1
"CMR","ARG",5
"CMR","ARM",2
"CMR","AUS",3
"CMR","AZE",2
"CMR","BEL",7
"CMR","BLR",2
"CMR","BWA",4
"CMR","BRA",8
"CMR","BDI",2
"CMR","BGR",1
"CMR","KHM",2
"CMR","CAN",6
"CMR","CPV",2
"CMR","CIV",2
"CMR","CHL",3
"CMR","CHN",2
"CMR","COM",1
"CMR","CRI",2
"CMR","CUB",1
"CMR","CYP",1
"CMR","CZE",8
"CMR","DJI",6
"CMR","COD",3
"CMR","VNM",1
"CMR","EGY",6
"CMR","EST",5
"CMR","ETH",3
"CMR","FRA",14
"CMR","GAB",1
"CMR","DEU",9
"CMR","GTM",3
"CMR","HTI",4
"CMR","HUN",4
"CMR","IDN",5
"CMR","IRL",2
"CMR","ISR",2
"CMR","ITA",3
"CMR","KGZ",2
"CMR","LVA",1
"CMR","LUX",3
"CMR","MYS",5
"CMR","MEX",10
"CMR","MDA",3
"CMR","MNE",2
"CMR","MAR",1
"CMR","MMR",1
"CMR","NIC",1
"CMR","NGA",4
"CMR","NER",4
"CMR","NLD",3
"CMR","OMN",2
"CMR","PAK",1
"CMR","VAT",1
"CMR","PHL",3
"CMR","POL",2
"CMR","KOR",4
"CMR","RUS",1
"CMR","RWA",2
"CMR","ZAF",4
"CMR","SAU",2
"CMR","SEN",2
"CMR","SLE",4
"CMR","SGP",2
"CMR","SVK",5
"CMR","SVN",8
"CMR","ESP",7
"CMR","SDN",3
"CMR","TZA",2
"CMR","THA",2
"CMR","TGO",3
"CMR","TUN",4
"CMR","TUR",2
"CMR","UGA",1
"CMR","GBR",5
"CMR","URY",7
"CMR","USA",3
"CMR","UZB",2
"CMR","VEN",1
"CMR","ZWE",2
"CPV","DZA",4
"CPV","AGO",1
"CPV","ARG",2
"CPV","AUS",1
"CPV","BFA",1
"CPV","BLR",3
"CPV","BWA",2
"CPV","BRA",7
"CPV","BDI",2
"CPV","CAN",5
"CPV","CIV",2
"CPV","TCD",1
"CPV","CHL",6
"CPV","CHN",2
"CPV","COG",1
"CPV","CRI",2
"CPV","CUB",2
"CPV","DJI",1
"CPV","COD",2
"CPV","VNM",2
"CPV","EGY",4
"CPV","FRA",7
"CPV","GAB",2
"CPV","GHA",3
"CPV","DEU",5
"CPV","IDN",2
"CPV","ITA",6
"CPV","LVA",1
"CPV","LUX",5
"CPV","MDV",4
"CPV","MYS",2
"CPV","MEX",11
"CPV","MNE",3
"CPV","NIC",3
"CPV","NGA",3
"CPV","NER",2
"CPV","NLD",2
"CPV","PHL",2
"CPV","PRT",5
"CPV","RWA",3
"CPV","ZAF",1
"CPV","SEN",2
"CPV","SLE",6
"CPV","SGP",2
"CPV","SVK",3
"CPV","SVN",4
"CPV","ESP",5
"CPV","SWE",2
"CPV","THA",2
"CPV","TGO",4
"CPV","TUN",3
"CPV","TUR",3
"CPV","GBR",5
"CPV","URY",4
"CPV","USA",3
"CIV","DZA",7
"CIV","AGO",5
"CIV","ARG",8
"CIV","AUS",4
"CIV","AUT",6
"CIV","AZE",2
"CIV","BEL",9
"CIV","BFA",6
"CIV","BLR",3
"CIV","BGD",5
"CIV","BOL",3
"CIV","BWA",2
"CIV","BRA",9
"CIV","BDI",2
"CIV","CAN",6
"CIV","CPV",2
"CIV","CAF",1
"CIV","TCD",2
"CIV","CHL",6
"CIV","CHN",1
"CIV","COM",1
"CIV","COG",2
"CIV","CRI",2
"CIV","CUB",3
"CIV","CZE",12
"CIV","DJI",4
"CIV","COD",3
"CIV","VNM",2
"CIV","EGY",8
"CIV","EST",3
"CIV","ETH",2
"CIV","FRA",10
"CIV","GAB",1
"CIV","GHA",8
"CIV","DEU",4
"CIV","HUN",3
"CIV","IDN",2
"CIV","IRL",6
"CIV","ISR",3
"CIV","ITA",7
"CIV","LVA",3
"CIV","LSO",2
"CIV","LBY",2
"CIV","LIE",3
"CIV","LUX",6
"CIV","MKD",1
"CIV","MDV",2
"CIV","MYS",4
"CIV","MUS",5
"CIV","MEX",6
"CIV","MNE",2
"CIV","MAR",5
"CIV","MOZ",1
"CIV","NIC",1
"CIV","NGA",2
"CIV","NER",3
"CIV","NOR",8
"CIV","NLD",5
"CIV","PAK",2
"CIV","VAT",2
"CIV","PRY",3
"CIV","PHL",3
"CIV",NA,3
"CIV","PRT",5
"CIV","KOR",3
"CIV","RUS",4
"CIV","RWA",1
"CIV","ZAF",6
"CIV","SAU",1
"CIV","SEN",5
"CIV","SLE",4
"CIV","SGP",2
"CIV","SVK",7
"CIV","SVN",7
"CIV","ESP",10
"CIV","SSD",1
"CIV","SDN",2
"CIV","SWE",5
"CIV","CHE",2
"CIV","THA",2
"CIV","TGO",3
"CIV","TUN",3
"CIV","TUR",3
"CIV","ARE",1
"CIV","UGA",2
"CIV","GBR",6
"CIV","URY",4
"CIV","USA",6
"CIV","VEN",1
"CAF","DZA",5
"CAF","AGO",2
"CAF","ARG",8
"CAF","ARM",2
"CAF","AUS",4
"CAF","AUT",8
"CAF","AZE",7
"CAF","BEL",7
"CAF","BEN",2
"CAF","BFA",2
"CAF","BGD",2
"CAF","BWA",2
"CAF","BRA",5
"CAF","BDI",1
"CAF","KHM",2
"CAF","CAN",7
"CAF","CIV",4
"CAF","TCD",2
"CAF","CHL",3
"CAF","CHN",1
"CAF","COM",1
"CAF","COG",3
"CAF","CRI",2
"CAF","HRV",2
"CAF","CZE",10
"CAF","DJI",5
"CAF","COD",6
"CAF","VNM",3
"CAF","ECU",2
"CAF","EGY",7
"CAF","EST",3
"CAF","ETH",1
"CAF","FRA",12
"CAF","GAB",5
"CAF","GHA",2
"CAF","DEU",4
"CAF","IDN",2
"CAF","IRL",2
"CAF","ITA",7
"CAF","JPN",5
"CAF","LVA",3
"CAF","LTU",5
"CAF","LUX",6
"CAF","MDV",3
"CAF","MEX",9
"CAF","MDA",3
"CAF","MNE",2
"CAF","MAR",3
"CAF","NGA",4
"CAF","NOR",4
"CAF","NLD",5
"CAF","PRT",10
"CAF","KOR",6
"CAF","ROU",2
"CAF","RWA",4
"CAF","ZAF",2
"CAF","SLE",4
"CAF","SGP",2
"CAF","SVK",3
"CAF","SVN",5
"CAF","ESP",9
"CAF","SSD",3
"CAF","SDN",3
"CAF","SWE",6
"CAF","THA",2
"CAF","TGO",3
"CAF","TUN",4
"CAF","TUR",4
"CAF","UGA",2
"CAF","GBR",7
"CAF","URY",3
"CAF","USA",5
"TCD","DZA",5
"TCD","AGO",5
"TCD","ARG",8
"TCD","ARM",3
"TCD","AUS",4
"TCD","AUT",3
"TCD","AZE",5
"TCD","BEN",2
"TCD","BFA",5
"TCD","BGD",3
"TCD","BWA",2
"TCD","BRA",5
"TCD","BDI",1
"TCD","CAN",9
"TCD","CPV",2
"TCD","CIV",4
"TCD","CAF",2
"TCD","CHN",2
"TCD","COM",2
"TCD","COG",3
"TCD","CRI",2
"TCD","CUB",2
"TCD","CZE",13
"TCD","DNK",3
"TCD","DJI",1
"TCD","COD",5
"TCD","EGY",7
"TCD","GNQ",1
"TCD","ETH",2
"TCD","FRA",13
"TCD","GAB",1
"TCD","GHA",1
"TCD","DEU",6
"TCD","HUN",4
"TCD","IND",1
"TCD","IDN",2
"TCD","IRL",6
"TCD","ITA",6
"TCD","JPN",3
"TCD","LVA",1
"TCD","LBY",1
"TCD","MDV",3
"TCD","MDG",2
"TCD","MYS",5
"TCD","MEX",7
"TCD","MLI",1
"TCD","MNE",2
"TCD","MAR",1
"TCD","NGA",6
"TCD","NER",2
"TCD","NOR",4
"TCD","NLD",8
"TCD","OMN",1
"TCD","PAK",3
"TCD","PHL",3
"TCD","ROU",2
"TCD","RWA",3
"TCD","ZAF",2
"TCD","SAU",1
"TCD","SEN",2
"TCD","SLE",5
"TCD","SGP",2
"TCD","SVN",8
"TCD","ESP",9
"TCD","SSD",4
"TCD","SDN",2
"TCD","SWE",4
"TCD","CHE",8
"TCD","THA",2
"TCD","TGO",6
"TCD","TUN",4
"TCD","TUR",5
"TCD","ARE",1
"TCD","UGA",2
"TCD","GBR",6
"TCD","URY",6
"TCD","USA",6
"TCD","VEN",1
"TCD","ZWE",2
"CHL","AFG",1
"CHL","DZA",5
"CHL","AGO",1
"CHL","ARG",7
"CHL","AUS",4
"CHL","AUT",6
"CHL","AZE",11
"CHL","BEL",5
"CHL","BTN",1
"CHL","BLR",3
"CHL","BGD",8
"CHL","BOL",6
"CHL","BRA",7
"CHL","BGR",1
"CHL","CAN",7
"CHL","CHN",2
"CHL","COL",5
"CHL","COG",1
"CHL","CUB",2
"CHL","CYP",1
"CHL","CZE",11
"CHL","DNK",3
"CHL","DJI",2
"CHL","VNM",3
"CHL","ECU",2
"CHL","EGY",3
"CHL","EST",3
"CHL","ETH",2
"CHL","FIN",4
"CHL","FRA",8
"CHL","GHA",4
"CHL","DEU",4
"CHL","GRC",2
"CHL","GTM",3
"CHL","HND",2
"CHL","HUN",2
"CHL","IDN",2
"CHL","IRL",2
"CHL","IRN",7
"CHL","IRQ",1
"CHL","ITA",6
"CHL","JOR",2
"CHL","JPN",1
"CHL","LBN",1
"CHL","LIE",3
"CHL","MDG",3
"CHL","MYS",5
"CHL","MEX",6
"CHL","MDA",2
"CHL","MNE",2
"CHL","MAR",4
"CHL","NZL",3
"CHL","NIC",4
"CHL","NGA",1
"CHL","NOR",6
"CHL","NLD",6
"CHL","OMN",1
"CHL","PAK",4
"CHL","VAT",4
"CHL","PRY",4
"CHL","PER",4
"CHL","PHL",2
"CHL",NA,3
"CHL","POL",2
"CHL","PRT",3
"CHL","ROU",2
"CHL","RUS",2
"CHL","SGP",2
"CHL","SVK",2
"CHL","SVN",4
"CHL","ESP",13
"CHL","LKA",3
"CHL","SSD",1
"CHL","SWE",5
"CHL","CHE",7
"CHL","SYR",1
"CHL","THA",2
"CHL","TTO",3
"CHL","TUN",2
"CHL","TUR",1
"CHL","ARE",1
"CHL","GBR",4
"CHL","UKR",2
"CHL","URY",6
"CHL","USA",3
"CHL","UZB",9
"CHL","YEM",1
"CHN","AFG",1
"CHN","ALB",2
"CHN","DZA",7
"CHN","AGO",5
"CHN","ARG",6
"CHN","AUS",14
"CHN","AUT",10
"CHN","AZE",3
"CHN","BHR",2
"CHN","BEL",4
"CHN","BEN",4
"CHN","BTN",3
"CHN","BLR",2
"CHN","BGD",2
"CHN","BOL",2
"CHN","BWA",2
"CHN","BRA",8
"CHN","BRN",2
"CHN","BDI",1
"CHN","BGR",3
"CHN","KHM",2
"CHN","CAN",14
"CHN","CPV",2
"CHN","CIV",2
"CHN","CAF",1
"CHN","TCD",3
"CHN","CHL",3
"CHN","COM",1
"CHN","COG",1
"CHN","CRI",2
"CHN","CUB",4
"CHN","CYP",1
"CHN","CZE",14
"CHN","DNK",2
"CHN","DJI",1
"CHN","COD",2
"CHN","VNM",4
"CHN","ECU",2
"CHN","EGY",6
"CHN","ERI",3
"CHN","EST",4
"CHN","ETH",2
"CHN","TLS",2
"CHN","FIN",5
"CHN","FRA",11
"CHN","GAB",1
"CHN","GHA",3
"CHN","DEU",13
"CHN","GTM",2
"CHN","HUN",4
"CHN","ISL",1
"CHN","IND",2
"CHN","IDN",3
"CHN","IRL",2
"CHN","IRN",3
"CHN","IRQ",1
"CHN","ITA",8
"CHN","JOR",5
"CHN","JPN",3
"CHN","KEN",1
"CHN","KWT",1
"CHN","KGZ",1
"CHN","LVA",5
"CHN","LBN",1
"CHN","LSO",1
"CHN","MDV",2
"CHN","MYS",4
"CHN","MUS",2
"CHN","MEX",6
"CHN","MDA",2
"CHN","MLI",1
"CHN","MNG",1
"CHN","MAR",3
"CHN","MMR",2
"CHN","MOZ",3
"CHN","NAM",4
"CHN","NPL",2
"CHN","NZL",11
"CHN","NIC",1
"CHN","NGA",3
"CHN","NER",2
"CHN","NOR",3
"CHN","NLD",5
"CHN","OMN",2
"CHN","PAK",2
"CHN","PHL",2
"CHN",NA,3
"CHN","POL",3
"CHN","PRT",7
"CHN","PRK",2
"CHN","QAT",3
"CHN","KOR",4
"CHN","ROU",1
"CHN","RUS",4
"CHN","RWA",1
"CHN","ZAF",5
"CHN","SAU",3
"CHN","SEN",2
"CHN","SYC",2
"CHN","SLE",3
"CHN","SGP",3
"CHN","SVK",2
"CHN","SVN",2
"CHN","ESP",4
"CHN","LKA",4
"CHN","SSD",2
"CHN","SDN",2
"CHN","SWE",12
"CHN","CHE",7
"CHN","SYR",1
"CHN","TJK",1
"CHN","THA",2
"CHN","TKM",2
"CHN","TGO",2
"CHN","TUN",3
"CHN","ARE",2
"CHN","UGA",3
"CHN","GBR",6
"CHN","UKR",1
"CHN","URY",3
"CHN","USA",3
"CHN","UZB",2
"CHN","VEN",1
"CHN","YEM",2
"CHN","YUG",1
"CHN","ZMB",1
