"","SVM_LABEL","SVM_PROB","SLDA_LABEL","SLDA_PROB","LOGITBOOST_LABEL","LOGITBOOST_PROB","BAGGING_LABEL","BAGGING_PROB","FORESTS_LABEL","FORESTS_PROB","TREE_LABEL","TREE_PROB","CONSENSUS_CODE","CONSENSUS_AGREE","PROBABILITY_CODE"
"11094","2",0.909671353567019,"2",0.945953870844145,"2",0.880797077977882,"2",1,"2",0.65,"2",0.9,2,6,2
"11095","2",0.920112167034279,"2",0.982074840785266,"2",0.880797077977882,"2",1,"2",0.65,"2",0.9,2,6,2
"11096","2",0.659087034912739,"2",0.959872029743138,"2",0.880797077977882,"2",1,"2",0.89,"2",0.9,2,6,2
"11097","2",0.847825262974579,"2",0.992360415134441,"2",0.880797077977882,"2",1,"2",0.94,"2",0.9,2,6,2
"11098","2",0.954791606528731,"2",0.997267360369024,"2",0.880797077977882,"2",0.96,"2",0.855,"2",0.9,2,6,2
"11099","2",0.960043928768434,"2",0.999429144690555,"2",0.982013790037908,"2",0.96,"2",0.945,"2",0.9,2,6,2
"11100","2",0.823313975669772,"2",0.996248404566288,"2",0.880797077977882,"2",1,"2",0.91,"2",0.9,2,6,2
"11101","2",0.974446230268617,"2",0.99809132303195,"2",0.982013790037908,"2",1,"2",0.88,"2",0.9,2,6,2
"11102","2",0.949570682360427,"2",0.998777977115733,"2",0.982013790037908,"2",1,"2",0.905,"2",0.9,2,6,2
"11103","2",0.930252284261499,"2",0.997677037750423,"2",0.880797077977882,"2",1,"2",0.955,"2",0.9,2,6,2
"11104","2",0.884401761769436,"2",0.998784373356051,"2",0.880797077977882,"2",1,"2",0.955,"2",0.9,2,6,2
"11105","3",0.833709832899276,"3",0.997294457380281,"3",0.5,"3",1,"3",0.635,"3",0.873015873015873,3,6,3
"11106","2",0.931569565678728,"2",0.998284780559038,"2",0.880797077977882,"2",0.96,"2",0.915,"2",0.9,2,6,2
"11107","2",0.654417205842585,"2",0.960399501243023,"2",0.5,"1",0.48,"2",0.49,"2",0.551020408163265,2,5,2
"11108","2",0.773864281695491,"2",0.989602896983344,"2",0.880797077977882,"2",1,"2",0.9,"2",0.9,2,6,2
"11109","2",0.697755887309989,"2",0.995519888222847,"2",0.880797077977882,"2",1,"2",0.855,"2",0.9,2,6,2
"11110","2",0.680578728469958,"2",0.986523101422802,"2",0.982013790037908,"2",0.92,"2",0.835,"2",0.9,2,6,2
"11111","3",0.834542265771415,"3",0.99496799734312,"3",0.880797077977882,"3",0.88,"3",0.845,"3",0.873015873015873,3,6,3
"11112","2",0.465401382591578,"2",0.893884529579002,"2",0.982013790037908,"2",0.76,"2",0.69,"2",0.9,2,6,2
"11113","2",0.812410779476345,"2",0.843169238420109,"2",0.982013790037908,"2",0.92,"2",0.805,"2",0.9,2,6,2
"11114","2",0.649204819166885,"2",0.931214222509496,"2",0.5,"4",0.48,"2",0.41,"4",0.5875,2,4,2
"11115","2",0.588439899238885,"2",0.820197122056804,"2",0.880797077977882,"2",1,"2",0.75,"2",0.9,2,6,2
"11116","2",0.566935228919037,"2",0.942256992672855,"2",0.880797077977882,"2",0.52,"2",0.49,"2",0.551020408163265,2,6,2
"11117","2",0.966173649704201,"2",0.999194874472239,"2",0.997527376843365,"2",0.72,"2",0.775,"2",0.9,2,6,2
"11118","2",0.72448170928947,"2",0.993138336920534,"2",0.982013790037908,"2",0.92,"2",0.73,"2",0.9,2,6,2
"11119","2",0.558441267913194,"2",0.95362803324221,"2",0.5,"2",0.84,"2",0.575,"2",0.551020408163265,2,6,2
"11120","2",0.915424871595652,"2",0.997153534335886,"2",0.880797077977882,"2",1,"2",0.96,"2",0.9,2,6,2
"11121","3",0.453249876809487,"2",0.999069270641556,"2",0.982013790037908,"2",0.84,"2",0.75,"2",0.9,2,5,2
"11122","3",0.582946687577184,"2",0.984105910651845,"2",0.5,"2",0.56,"2",0.53,"2",0.551020408163265,2,5,2
"11123","2",0.687102844682001,"2",0.992617649958289,"2",0.880797077977882,"2",0.96,"2",0.79,"2",0.9,2,6,2
"11124","2",0.941367737731296,"2",0.995886311983989,"2",0.982013790037908,"2",0.88,"2",0.82,"2",0.9,2,6,2
"11125","2",0.906023962074117,"2",0.97657969140312,"2",0.880797077977882,"2",0.88,"2",0.785,"2",0.9,2,6,2
"11126","3",0.853311407770697,"3",0.999443510305803,"3",0.880797077977882,"3",1,"3",0.79,"3",0.873015873015873,3,6,3
"11127","1",0.434663789786828,"2",0.737505571377465,"2",0.997527376843365,"1",0.48,"2",0.575,"2",0.9,2,4,2
"11128","3",0.842311725274545,"3",0.998612440832528,"3",0.982013790037908,"3",1,"3",0.825,"3",0.873015873015873,3,6,3
"11129","4",0.39312339636327,"3",0.990610161292653,"3",0.5,"4",0.76,"3",0.505,"4",0.636363636363636,3,3,3
"11130","2",0.719294802051472,"2",0.988324623912998,"2",0.982013790037908,"2",0.96,"2",0.82,"2",0.9,2,6,2
"11131","3",0.683779829378813,"3",0.63929457914051,"3",0.5,"3",0.92,"3",0.8,"3",0.873015873015873,3,6,3
"11132","2",0.947351462466283,"2",0.999750014914452,"2",0.997527376843365,"2",0.72,"2",0.89,"2",0.9,2,6,2
"11133","2",0.913913079120945,"2",0.998659401667513,"2",0.982013790037908,"2",0.96,"2",0.935,"2",0.9,2,6,2
"11134","2",0.879301982507261,"2",0.997628030590689,"2",0.880797077977882,"2",1,"2",0.97,"2",0.9,2,6,2
"11135","2",0.886991156125176,"2",0.9900142933069,"2",0.880797077977882,"2",1,"2",0.96,"2",0.9,2,6,2
"11136","2",0.637504648727647,"2",0.993446250673732,"2",0.880797077977882,"2",0.96,"2",0.92,"2",0.9,2,6,2
"11137","2",0.69874694398629,"2",0.939281740664921,"2",0.5,"2",0.84,"2",0.545,"2",0.551020408163265,2,6,2
"11138","2",0.823163650684217,"2",0.933536799721519,"2",0.5,"2",0.76,"2",0.775,"2",0.9,2,6,2
"11139","2",0.917015790598947,"2",0.993348191811884,"2",0.880797077977882,"2",1,"2",0.945,"2",0.9,2,6,2
"11140","2",0.904585141852515,"2",0.997522600766093,"2",0.982013790037908,"2",0.92,"2",0.79,"2",0.9,2,6,2
"11141","2",0.804539125530657,"2",0.993473745956442,"2",0.880797077977882,"2",0.6,"2",0.67,"2",0.9,2,6,2
"11142","2",0.907744341548029,"2",0.996815225007683,"2",0.982013790037908,"2",1,"2",0.915,"2",0.9,2,6,2
"11143","2",0.925533723363955,"2",0.996493259524164,"2",0.982013790037908,"2",1,"2",0.92,"2",0.9,2,6,2
"11144","2",0.976818318521761,"2",0.902361015511081,"2",0.982013790037908,"2",1,"2",0.795,"2",0.9,2,6,2
"11145","2",0.97352289171504,"2",0.999576399672643,"2",0.997527376843365,"2",1,"2",0.855,"2",0.9,2,6,2
"11146","2",0.779370009065223,"2",0.995466499311927,"2",0.880797077977882,"2",1,"2",0.915,"2",0.9,2,6,2
"11147","3",0.529379812652231,"3",0.994449691360978,"3",0.880797077977882,"3",0.96,"3",0.625,"3",0.873015873015873,3,6,3
"11148","2",0.900226027185149,"2",0.974841616386531,"2",0.880797077977882,"2",0.76,"2",0.645,"2",0.9,2,6,2
"11149","2",0.885165469521145,"2",0.915443886557951,"2",0.880797077977882,"2",0.84,"2",0.75,"2",0.9,2,6,2
"11150","3",0.515405855847534,"2",0.514676548675292,"3",0.880797077977882,"2",0.6,"3",0.545,"2",0.551020408163265,2,3,3
"11151","2",0.782040335423874,"2",0.99618394652979,"2",0.5,"2",0.72,"2",0.62,"2",0.551020408163265,2,6,2
"11152","2",0.787874991820742,"2",0.581458242557561,"2",0.880797077977882,"2",0.88,"2",0.785,"2",0.9,2,6,2
"11153","2",0.768242174932247,"1",0.996416013895006,"2",0.982013790037908,"2",0.68,"2",0.575,"2",0.9,2,5,1
"11154","2",0.870545767750946,"2",0.994274063961011,"2",0.880797077977882,"2",1,"2",0.86,"2",0.9,2,6,2
"11155","2",0.962032625526154,"2",0.990925506618712,"2",0.880797077977882,"2",0.96,"2",0.92,"2",0.9,2,6,2
"11156","2",0.885151339200427,"2",0.983587300834342,"2",0.880797077977882,"2",0.88,"2",0.87,"2",0.9,2,6,2
"11157","1",0.549720318105502,"2",0.955558945144026,"2",0.5,"2",0.76,"2",0.74,"2",0.9,2,5,2
"11158","2",0.809490114612546,"2",0.993235450594061,"2",0.880797077977882,"2",0.92,"2",0.925,"2",0.9,2,6,2
"11159","2",0.743141268786072,"1",0.791064674062289,"1",0.880797077977882,"2",0.72,"2",0.71,"2",0.9,2,4,2
"11160","2",0.899706389957471,"2",0.993216569643359,"2",0.880797077977882,"2",0.84,"2",0.86,"2",0.9,2,6,2
"11161","2",0.903935053356574,"2",0.997377488515524,"2",0.997527376843365,"2",0.96,"2",0.87,"2",0.9,2,6,2
"11162","2",0.859624583000996,"2",0.965517158364028,"2",0.880797077977882,"2",0.96,"2",0.865,"2",0.9,2,6,2
"11163","2",0.979109535017055,"2",0.999244392074681,"2",0.999664649869534,"2",0.92,"2",0.835,"2",0.9,2,6,2
"11164","2",0.807046174425843,"2",0.981371912170703,"2",0.119202922022118,"4",0.56,"2",0.535,"4",0.5875,2,4,2
"11165","2",0.758669168350776,"2",0.818394600768149,"2",0.5,"2",0.56,"3",0.49,"2",0.551020408163265,2,5,2
"11166","2",0.706879413049581,"2",0.956292152168148,"2",0.5,"2",0.96,"2",0.835,"2",0.9,2,6,2
"11167","2",0.95993807162459,"2",0.998154254994799,"2",0.880797077977882,"2",0.96,"2",0.96,"2",0.9,2,6,2
"11168","3",0.508586645605053,"3",0.963420245605797,"3",0.5,"3",0.96,"3",0.72,"3",0.873015873015873,3,6,3
"11169","3",0.489764993725577,"3",0.983961241981697,"3",0.5,"3",0.96,"3",0.84,"3",0.873015873015873,3,6,3
"11170","2",0.954801014813633,"2",0.997258014988816,"2",0.997527376843365,"2",0.92,"2",0.84,"2",0.9,2,6,2
"11171","2",0.887162235157855,"2",0.99075509343803,"2",0.880797077977882,"2",0.68,"2",0.73,"2",0.9,2,6,2
"11172","2",0.925528445116539,"2",0.990326583189222,"2",0.880797077977882,"2",0.92,"2",0.785,"2",0.9,2,6,2
"11173","2",0.870288546636339,"2",0.995186552405222,"2",0.880797077977882,"2",0.96,"2",0.975,"2",0.9,2,6,2
"11174","2",0.99143537901304,"2",0.984654391856715,"2",0.982013790037908,"2",0.92,"2",0.855,"2",0.9,2,6,2
"11175","2",0.78273061781657,"4",0.803304756949915,"2",0.5,"4",0.8,"2",0.48,"4",0.5875,2,3,4
"11176","2",0.93740598681431,"2",0.995963281398481,"2",0.880797077977882,"2",0.96,"2",0.945,"2",0.9,2,6,2
"11177","2",0.862258439507934,"2",0.732495389110299,"2",0.5,"2",0.68,"2",0.665,"2",0.551020408163265,2,6,2
"11178","2",0.961620973336687,"2",0.996630797419094,"2",0.880797077977882,"2",0.84,"2",0.945,"2",0.9,2,6,2
"11179","3",0.74843876558771,"3",0.993527482457771,"3",0.5,"3",1,"3",0.775,"3",0.873015873015873,3,6,3
"11180","2",0.782552469837629,"2",0.988287417461063,"2",0.880797077977882,"2",0.92,"2",0.845,"2",0.9,2,6,2
"11181","2",0.715385936601242,"3",0.503881400484633,"2",0.880797077977882,"3",0.8,"3",0.565,"3",0.873015873015873,3,4,2
"11182","3",0.851704631749946,"3",0.997286239022741,"3",0.880797077977882,"3",1,"3",0.925,"3",0.873015873015873,3,6,3
"11183","2",0.870307401835929,"2",0.892532951406313,"2",0.5,"3",0.68,"3",0.515,"2",0.551020408163265,2,4,2
"11184","2",0.480446503157185,"3",0.644919240261886,"1",0.5,"3",0.96,"3",0.71,"3",0.873015873015873,3,4,3
"11185","2",0.925575639369592,"2",0.640464642930149,"2",0.982013790037908,"2",0.76,"2",0.715,"2",0.9,2,6,2
"11186","2",0.949828900487504,"2",0.842732802906219,"2",0.880797077977882,"2",0.92,"2",0.76,"2",0.9,2,6,2
"11187","3",0.868798663523166,"3",0.992649413414358,"3",0.982013790037908,"3",1,"3",0.88,"3",0.873015873015873,3,6,3
"11188","2",0.897322828436773,"2",0.988732480668397,"2",0.880797077977882,"2",1,"2",1,"2",0.9,2,6,2
"11189","2",0.795419842699955,"2",0.995893631205166,"2",0.997527376843365,"2",1,"2",0.89,"2",0.9,2,6,2
"11190","2",0.961364886012081,"2",0.999740238717397,"2",0.997527376843365,"2",1,"2",0.975,"2",0.9,2,6,2
"11191","2",0.709819667768136,"2",0.953416301891202,"2",0.119202922022118,"4",0.88,"2",0.495,"4",0.5875,2,4,2
"11192","2",0.824957345400119,"2",0.959946737471811,"2",0.880797077977882,"2",1,"2",0.79,"2",0.9,2,6,2
"11193","2",0.914102592068057,"2",0.995890183916561,"2",0.880797077977882,"2",1,"2",0.955,"2",0.9,2,6,2
"11194","2",0.839566779717483,"2",0.996726849675748,"2",0.880797077977882,"2",1,"2",0.855,"2",0.9,2,6,2
"11195","2",0.943502620635734,"2",0.998797897402228,"2",0.982013790037908,"2",1,"2",0.97,"2",0.9,2,6,2
"11196","2",0.735681788785958,"2",0.890878053042754,"2",0.5,"2",0.76,"2",0.725,"2",0.9,2,6,2
"11197","2",0.863796420245698,"2",0.997960688896909,"2",0.880797077977882,"2",1,"2",0.88,"2",0.9,2,6,2
"11198","2",0.908552294563716,"2",0.997257747976177,"2",0.982013790037908,"2",0.92,"2",0.895,"2",0.9,2,6,2
"11199","2",0.891449743796914,"2",0.997310989203026,"2",0.880797077977882,"2",1,"2",0.72,"2",0.9,2,6,2
"11200","2",0.778821253130333,"2",0.99832136442123,"2",0.880797077977882,"2",1,"2",0.965,"2",0.9,2,6,2
"11201","3",0.529379812652231,"3",0.994449691360978,"3",0.880797077977882,"3",0.96,"3",0.625,"3",0.873015873015873,3,6,3
"11202","2",0.921977255265737,"2",0.784057966053248,"2",0.880797077977882,"2",0.8,"2",0.655,"2",0.551020408163265,2,6,2
"11203","2",0.881389619816988,"2",0.772316438809108,"2",0.880797077977882,"2",0.64,"2",0.6,"2",0.9,2,6,2
"11204","2",0.726600190402807,"2",0.961516550692375,"2",0.880797077977882,"2",0.72,"2",0.485,"4",0.5875,2,5,2
"11205","2",0.92981390326648,"2",0.987400728353738,"2",0.997527376843365,"2",1,"2",0.745,"2",0.9,2,6,2
"11206","3",0.486200103017027,"3",0.825082535626911,"3",0.5,"3",1,"3",0.775,"3",0.873015873015873,3,6,3
"11207","2",0.949627063073352,"2",0.984619437619535,"2",0.997527376843365,"2",0.92,"2",0.69,"2",0.9,2,6,2
"11208","2",0.472762780784667,"3",0.901845642786658,"3",0.119202922022118,"3",0.96,"3",0.715,"3",0.873015873015873,3,5,3
"11209","4",0.447766998485935,"4",0.999978003667268,"3",0.119202922022118,"4",0.88,"4",0.525,"4",0.636363636363636,4,5,4
"11210","2",0.528878782490502,"3",0.854118252771104,"2",0.119202922022118,"3",1,"3",0.875,"3",0.873015873015873,3,4,3
"11211","3",0.700171284754676,"3",0.964378996924607,"3",0.5,"3",1,"3",0.79,"3",0.873015873015873,3,6,3
"11212","3",0.715960602635424,"3",0.966683496548693,"3",0.880797077977882,"3",0.96,"3",0.565,"3",0.873015873015873,3,6,3
"11213","2",0.766740871890065,"2",0.998730789394868,"2",0.997527376843365,"2",0.96,"2",0.805,"2",0.9,2,6,2
"11214","2",0.902458617822136,"2",0.994396693833282,"2",0.880797077977882,"2",1,"2",1,"2",0.9,2,6,2
"11215","2",0.929352387307936,"2",0.997239318217885,"2",0.982013790037908,"2",1,"2",0.985,"2",0.9,2,6,2
"11216","2",0.929352387307936,"2",0.997239318217885,"2",0.982013790037908,"2",1,"2",0.985,"2",0.9,2,6,2
"11217","2",0.929352387307936,"2",0.997239318217885,"2",0.982013790037908,"2",1,"2",0.985,"2",0.9,2,6,2
"11218","2",0.929352387307936,"2",0.997239318217885,"2",0.982013790037908,"2",1,"2",0.985,"2",0.9,2,6,2
"11219","2",0.806377390453234,"2",0.996612373210128,"2",0.997527376843365,"2",0.76,"2",0.81,"2",0.9,2,6,2
"11220","3",0.611375221032495,"3",0.797252258580893,"3",0.5,"3",1,"3",0.85,"3",0.873015873015873,3,6,3
"11221","2",0.853285714805361,"2",0.97206036600202,"2",0.880797077977882,"2",1,"2",0.95,"2",0.9,2,6,2
"11222","2",0.929086082989016,"2",0.99903950190867,"2",0.982013790037908,"2",1,"2",1,"2",0.9,2,6,2
"11223","2",0.929086082989016,"2",0.99903950190867,"2",0.982013790037908,"2",1,"2",1,"2",0.9,2,6,2
"11224","2",0.808832034581396,"2",0.97385745000733,"2",0.880797077977882,"2",0.96,"2",0.925,"2",0.9,2,6,2
"11225","2",0.843564651360711,"2",0.973049611179126,"2",0.982013790037908,"2",0.76,"2",0.77,"2",0.551020408163265,2,6,2
"11226","2",0.913950805109354,"2",0.974281674819904,"2",0.880797077977882,"2",1,"2",0.925,"2",0.9,2,6,2
"11227","2",0.91193609087094,"2",0.996220365578774,"2",0.880797077977882,"2",1,"2",0.895,"2",0.9,2,6,2
"11228","2",0.882756215277623,"2",0.998549336046486,"2",0.880797077977882,"2",0.92,"2",0.835,"2",0.9,2,6,2
"11229","2",0.952727709156293,"2",0.998658894837451,"2",0.982013790037908,"2",1,"2",1,"2",0.9,2,6,2
"11230","2",0.832999606262532,"2",0.990235134167004,"2",0.982013790037908,"2",1,"2",0.88,"2",0.9,2,6,2
"11231","2",0.529192625224007,"1",0.548980277423339,"1",0.880797077977882,"2",0.68,"2",0.675,"2",0.9,2,4,2
"11232","2",0.90623057883591,"2",0.995567853346898,"2",0.982013790037908,"2",1,"2",0.885,"2",0.9,2,6,2
"11233","2",0.708201536899866,"2",0.995171900397253,"2",0.982013790037908,"2",0.8,"2",0.87,"2",0.9,2,6,2
"11234","2",0.948731177914291,"2",0.998536852855474,"2",0.982013790037908,"2",0.96,"2",0.855,"2",0.9,2,6,2
"11235","2",0.958276539044118,"2",0.998886389406044,"2",0.997527376843365,"2",1,"2",0.915,"2",0.9,2,6,2
"11236","2",0.948752756288282,"2",0.999673527997282,"2",0.982013790037908,"2",1,"2",0.98,"2",0.9,2,6,2
"11237","2",0.900885831270453,"2",0.997222413279507,"2",0.982013790037908,"2",1,"2",0.985,"2",0.9,2,6,2
"11238","2",0.945209611432297,"2",0.996959736902713,"2",0.982013790037908,"2",1,"2",0.92,"2",0.9,2,6,2
"11239","2",0.842626204456823,"2",0.991497661633669,"2",0.880797077977882,"2",1,"2",0.93,"2",0.9,2,6,2
"11240","2",0.806707716501933,"2",0.966350134542357,"2",0.880797077977882,"2",0.68,"2",0.8,"2",0.9,2,6,2
"11241","3",0.643816491171976,"3",0.969415993160213,"3",0.5,"3",0.84,"3",0.795,"3",0.873015873015873,3,6,3
"11242","2",0.739112765732189,"2",0.998524359159766,"2",0.997527376843365,"2",0.52,"2",0.635,"2",0.9,2,6,2
"11243","3",0.840180723001372,"3",0.99501814075574,"3",0.880797077977882,"3",0.92,"3",0.76,"3",0.873015873015873,3,6,3
"11244","3",0.885388486849983,"3",0.784923956821065,"3",0.880797077977882,"3",0.68,"3",0.785,"3",0.873015873015873,3,6,3
"11245","2",0.916931130139298,"2",0.996780353462141,"2",0.880797077977882,"2",1,"2",0.88,"2",0.9,2,6,2
"11246","2",0.584547484229929,"2",0.599257125185585,"3",0.5,"2",0.48,"2",0.485,"2",0.551020408163265,2,5,2
"11247","2",0.906077166672734,"2",0.994912801215084,"2",0.982013790037908,"2",0.96,"2",0.915,"2",0.9,2,6,2
"11248","2",0.834877303532051,"2",0.976281473666972,"2",0.880797077977882,"2",1,"2",0.84,"2",0.9,2,6,2
"11249","2",0.625166961642508,"1",0.927746430039555,"1",0.5,"2",0.6,"1",0.54,"2",0.9,1,3,1
"11250","2",0.949483395325031,"2",0.951575901794435,"2",0.880797077977882,"2",0.88,"2",0.695,"2",0.9,2,6,2
"11251","2",0.888057604455898,"2",0.985775885390998,"2",0.880797077977882,"2",1,"2",0.945,"2",0.9,2,6,2
"11252","3",0.750691458309264,"3",0.977833421036961,"3",0.5,"3",0.96,"3",0.78,"3",0.873015873015873,3,6,3
"11253","2",0.508611414149232,"3",0.985626604900573,"3",0.119202922022118,"3",1,"3",0.85,"3",0.873015873015873,3,5,3
"11254","2",0.829712396493803,"2",0.925737433725219,"2",0.982013790037908,"2",1,"2",0.91,"2",0.9,2,6,2
"11255","2",0.918534381647297,"2",0.993126193079559,"2",0.880797077977882,"2",1,"2",0.96,"2",0.9,2,6,2
"11256","2",0.836834563104378,"2",0.99961530370267,"2",0.982013790037908,"2",0.8,"2",0.825,"2",0.9,2,6,2
"11257","2",0.907247856479617,"2",0.956833091265368,"2",0.5,"2",0.64,"2",0.615,"2",0.551020408163265,2,6,2
"11258","2",0.829479217507402,"2",0.967582010442492,"2",0.880797077977882,"2",0.52,"2",0.47,"2",0.551020408163265,2,6,2
"11259","2",0.939698814553211,"2",0.990705673269748,"2",0.982013790037908,"2",1,"2",0.915,"2",0.9,2,6,2
"11260","2",0.881851419799049,"2",0.99389437289273,"2",0.880797077977882,"2",0.96,"2",0.885,"2",0.9,2,6,2
"11261","2",0.924221692459484,"2",0.919089997069359,"2",0.982013790037908,"2",0.68,"2",0.645,"2",0.9,2,6,2
"11262","2",0.807480286023658,"2",0.956853686565425,"2",0.880797077977882,"2",0.8,"2",0.67,"2",0.551020408163265,2,6,2
"11263","2",0.902032597698551,"2",0.989733889445639,"2",0.880797077977882,"2",0.88,"2",0.74,"2",0.9,2,6,2
"11264","2",0.905052051132994,"2",0.997227302850033,"2",0.982013790037908,"2",0.96,"2",0.94,"2",0.9,2,6,2
"11265","2",0.891625893569915,"2",0.961766514045386,"2",0.880797077977882,"2",0.88,"2",0.725,"2",0.9,2,6,2
"11266","2",0.649703278143296,"1",0.999344286244721,"1",0.119202922022118,"1",0.48,"1",0.54,"2",0.9,1,4,1
"11267","2",0.616479342170757,"1",0.601348345436347,"2",0.5,"2",0.6,"2",0.745,"2",0.567567567567568,2,5,2
"11268","2",0.90266368169895,"2",0.966707889666646,"2",0.997527376843365,"2",1,"2",0.815,"2",0.9,2,6,2
"11269","3",0.85330082974703,"3",0.81438307769572,"2",0.5,"3",0.92,"3",0.825,"3",0.873015873015873,3,5,3
"11270","2",0.940189109476337,"2",0.999045129544455,"2",0.880797077977882,"2",0.96,"2",0.865,"2",0.9,2,6,2
"11271","2",0.867383459582852,"2",0.990869485188756,"2",0.982013790037908,"2",0.72,"2",0.735,"2",0.9,2,6,2
"11272","2",0.64949728054902,"2",0.968142529114118,"2",0.880797077977882,"2",0.72,"2",0.74,"2",0.567567567567568,2,6,2
"11273","2",0.926597568569783,"2",0.997233916122837,"2",0.997527376843365,"2",0.92,"2",0.855,"2",0.9,2,6,2
"11274","2",0.872824140267605,"2",0.859875689108886,"2",0.880797077977882,"2",0.84,"2",0.735,"2",0.9,2,6,2
"11275","2",0.857391369647885,"2",0.759072909884129,"2",0.880797077977882,"2",0.84,"2",0.71,"2",0.9,2,6,2
"11276","2",0.819278251480941,"2",0.928813392513398,"2",0.880797077977882,"2",1,"2",0.855,"2",0.9,2,6,2
"11277","1",0.946310338361602,"1",0.999999997510772,"1",0.999664649869534,"1",1,"1",0.82,"1",0.666666666666667,1,6,1
"11278","2",0.498428658990516,"1",0.999512413733484,"1",0.880797077977882,"1",0.92,"1",0.67,"1",0.666666666666667,1,5,1
"11279","3",0.88914230601698,"3",0.993215574536345,"3",0.982013790037908,"3",0.56,"3",0.7,"3",0.873015873015873,3,6,3
"11280","1",0.831018791617871,"1",0.983215672772548,"1",0.880797077977882,"1",0.48,"2",0.465,"2",0.9,1,4,1
"11281","2",0.953249789075409,"2",0.993396382384017,"2",0.880797077977882,"2",1,"2",0.99,"2",0.9,2,6,2
"11282","2",0.932726068838055,"2",0.994343309151663,"2",0.880797077977882,"2",1,"2",0.98,"2",0.9,2,6,2
"11283","2",0.842265316721681,"2",0.992093866189959,"2",0.880797077977882,"2",1,"2",0.93,"2",0.9,2,6,2
"11284","2",0.663543412200861,"2",0.708512318305244,"1",0.982013790037908,"2",0.76,"2",0.665,"2",0.9,2,5,1
"11285","2",0.900217670181536,"2",0.974657524263993,"2",0.982013790037908,"2",0.96,"2",0.84,"2",0.9,2,6,2
"11286","2",0.860305543836341,"2",0.992850748448392,"2",0.982013790037908,"2",0.72,"2",0.655,"2",0.551020408163265,2,6,2
"11287","2",0.438984122076766,"1",0.962170168453191,"2",0.119202922022118,"2",0.68,"2",0.525,"2",0.551020408163265,2,5,1
"11288","2",0.769929253464833,"2",0.879122469516753,"3",0.5,"2",0.72,"2",0.585,"2",0.551020408163265,2,5,2
"11289","2",0.83806754161574,"2",0.959682318868031,"2",0.880797077977882,"2",0.76,"2",0.71,"2",0.9,2,6,2
"11290","2",0.801043543970049,"2",0.991031715168372,"2",0.5,"2",0.68,"2",0.735,"2",0.9,2,6,2
"11291","2",0.919216473427251,"2",0.999386318986327,"2",0.880797077977882,"2",1,"2",0.905,"2",0.9,2,6,2
"11292","2",0.957055659697942,"2",0.936379154496549,"2",0.880797077977882,"2",0.84,"2",0.875,"2",0.9,2,6,2
"11293","3",0.653993974148276,"3",0.937616474882567,"3",0.5,"3",1,"3",0.675,"3",0.873015873015873,3,6,3
"11294","2",0.838552213593063,"2",0.998287430494989,"2",0.982013790037908,"2",1,"2",0.92,"2",0.9,2,6,2
"11295","2",0.898284173249869,"2",0.999125834130218,"2",0.880797077977882,"2",0.84,"2",0.875,"2",0.9,2,6,2
"11296","3",0.659731946449826,"3",0.818984779394193,"3",0.119202922022118,"3",0.84,"3",0.685,"3",0.873015873015873,3,6,3
"11297","3",0.624981956064315,"3",0.923621682901365,"3",0.5,"3",0.92,"3",0.655,"3",0.873015873015873,3,6,3
"11298","2",0.934968915959537,"2",0.977545374765545,"2",0.880797077977882,"2",0.96,"2",0.82,"2",0.9,2,6,2
"11299","2",0.951582802373691,"2",0.995743003749071,"2",0.880797077977882,"2",1,"2",0.895,"2",0.9,2,6,2
"11300","2",0.929306951921901,"2",0.966938828402673,"2",0.880797077977882,"2",0.64,"2",0.815,"2",0.9,2,6,2
"11301","3",0.735042448062606,"3",0.686241676899062,"3",0.5,"3",0.96,"3",0.55,"3",0.873015873015873,3,6,3
"11302","2",0.826813851293938,"2",0.998384897367796,"2",0.880797077977882,"2",1,"2",0.915,"2",0.9,2,6,2
"11303","2",0.854291214235698,"2",0.986362530311919,"2",0.982013790037908,"2",0.88,"2",0.76,"2",0.9,2,6,2
"11304","2",0.849576776527643,"2",0.99118624558064,"2",0.880797077977882,"2",0.72,"2",0.835,"2",0.9,2,6,2
"11305","2",0.89582465648119,"2",0.989434806126752,"2",0.880797077977882,"2",1,"2",0.955,"2",0.9,2,6,2
"11306","2",0.862413276236831,"2",0.982424357847484,"2",0.5,"2",0.96,"2",0.975,"2",0.9,2,6,2
"11307","2",0.731680617622205,"2",0.986291115084083,"2",0.880797077977882,"2",0.88,"2",0.735,"2",0.9,2,6,2
"11308","2",0.860379336840241,"2",0.998192300288861,"2",0.880797077977882,"2",0.96,"2",0.945,"2",0.9,2,6,2
"11309","2",0.767167083690594,"2",0.979681596071587,"2",0.880797077977882,"2",0.56,"2",0.565,"2",0.9,2,6,2
"11310","2",0.889247498674571,"2",0.666282692514391,"2",0.880797077977882,"2",0.92,"2",0.905,"2",0.9,2,6,2
"11311","2",0.875827246113778,"2",0.995053084794881,"2",0.880797077977882,"2",1,"2",0.965,"2",0.9,2,6,2
"11312","2",0.855897100538731,"2",0.997706444680295,"2",0.982013790037908,"2",1,"2",0.965,"2",0.9,2,6,2
"11313","2",0.855897100538731,"2",0.997706444680295,"2",0.982013790037908,"2",1,"2",0.965,"2",0.9,2,6,2
"11314","2",0.855897100538731,"2",0.997706444680295,"2",0.982013790037908,"2",1,"2",0.965,"2",0.9,2,6,2
