"","SVM_LABEL","SVM_PROB","SLDA_LABEL","SLDA_PROB","LOGITBOOST_LABEL","LOGITBOOST_PROB","BAGGING_LABEL","BAGGING_PROB","FORESTS_LABEL","FORESTS_PROB","TREE_LABEL","TREE_PROB","CONSENSUS_CODE","CONSENSUS_AGREE","PROBABILITY_CODE"
"1","2",0.867839230922877,"2",0.994513069473486,"2",0.880797077977882,"2",1,"2",0.96,"2",0.9,2,6,2
"2","1",0.398965935184806,"3",0.494268702235484,"3",0.5,"3",0.88,"3",0.59,"3",0.873015873015873,3,5,3
"3","3",0.53431831773128,"2",0.834279305548648,"3",0.5,"2",0.64,"2",0.435,"2",0.551020408163265,2,4,2
"4","2",0.832137112528084,"2",0.988743733554901,"2",0.982013790037908,"2",1,"2",0.96,"2",0.9,2,6,2
"5","3",0.635109440133254,"3",0.925174712623871,"3",0.5,"3",1,"3",0.875,"3",0.873015873015873,3,6,3
"6","4",0.408164721772509,"3",0.675000284221416,"3",0.982013790037908,"3",1,"3",0.465,"3",0.873015873015873,3,5,3
"7","2",0.948690435776472,"2",0.999669943431642,"2",0.982013790037908,"2",0.8,"2",0.805,"2",0.9,2,6,2
"8","3",0.671716158323892,"3",0.969934378604674,"3",0.5,"3",1,"3",0.885,"3",0.873015873015873,3,6,3
"9","2",0.580891344585075,"1",0.539444864387913,"2",0.982013790037908,"2",0.92,"2",0.665,"2",0.9,2,5,2
"10","3",0.612711334457457,"3",0.940231683525842,"3",0.5,"3",1,"3",0.875,"3",0.873015873015873,3,6,3
"11","2",0.948440950008177,"2",0.997742804411725,"2",0.880797077977882,"2",0.56,"2",0.685,"2",0.9,2,6,2
"12","2",0.716373475662917,"2",0.96524830683814,"2",0.5,"2",0.72,"2",0.585,"2",0.551020408163265,2,6,2
"13","2",0.926518954392569,"2",0.997848417016187,"2",0.880797077977882,"2",0.8,"2",0.7,"2",0.9,2,6,2
"14","2",0.8781475205631,"2",0.993760135913562,"2",0.880797077977882,"2",1,"2",0.825,"2",0.9,2,6,2
"15","2",0.931923287313862,"2",0.988231566497803,"2",0.880797077977882,"2",1,"2",0.97,"2",0.9,2,6,2
"16","2",0.708144200866788,"2",0.996616367353648,"3",0.982013790037908,"2",0.92,"2",0.595,"2",0.551020408163265,2,5,2
"17","2",0.86243187218745,"2",0.987748348613193,"2",0.880797077977882,"2",0.52,"2",0.62,"2",0.551020408163265,2,6,2
"18","2",0.86243187218745,"2",0.987748348613193,"2",0.880797077977882,"2",0.52,"2",0.62,"2",0.551020408163265,2,6,2
"19","2",0.86243187218745,"2",0.987748348613193,"2",0.880797077977882,"2",0.52,"2",0.62,"2",0.551020408163265,2,6,2
"20","2",0.86243187218745,"2",0.987748348613193,"2",0.880797077977882,"2",0.52,"2",0.62,"2",0.551020408163265,2,6,2
"21","2",0.910113531808296,"2",0.846434601940207,"2",0.880797077977882,"2",0.68,"2",0.76,"2",0.9,2,6,2
"22","2",0.910113531808296,"2",0.846434601940207,"2",0.880797077977882,"2",0.68,"2",0.76,"2",0.9,2,6,2
"23","3",0.830962331211266,"3",0.934750561123039,"3",0.880797077977882,"3",0.96,"3",0.545,"3",0.873015873015873,3,6,3
"24","3",0.830962331211266,"3",0.934750561123039,"3",0.880797077977882,"3",0.96,"3",0.545,"3",0.873015873015873,3,6,3
"25","3",0.590380249613395,"3",0.999401583666855,"3",0.880797077977882,"3",1,"3",0.655,"3",0.873015873015873,3,6,3
"26","3",0.590380249613395,"3",0.999401583666855,"3",0.880797077977882,"3",1,"3",0.655,"3",0.873015873015873,3,6,3
"27","3",0.590380249613395,"3",0.999401583666855,"3",0.880797077977882,"3",1,"3",0.655,"3",0.873015873015873,3,6,3
"28","3",0.590380249613395,"3",0.999401583666855,"3",0.880797077977882,"3",1,"3",0.655,"3",0.873015873015873,3,6,3
"29","3",0.590380249613395,"3",0.999401583666855,"3",0.880797077977882,"3",1,"3",0.655,"3",0.873015873015873,3,6,3
"30","2",0.845906332411716,"2",0.993127665847711,"2",0.880797077977882,"2",1,"2",0.935,"2",0.9,2,6,2
"31","2",0.848901021268597,"2",0.996210677040513,"2",0.997527376843365,"2",1,"2",0.84,"2",0.9,2,6,2
"32","2",0.590470765086481,"2",0.917050425272969,"2",0.5,"2",0.92,"2",0.865,"2",0.567567567567568,2,6,2
"33","2",0.540522063311288,"2",0.54922403545903,"2",0.880797077977882,"2",0.84,"2",0.705,"2",0.9,2,6,2
"34","2",0.540522063311288,"2",0.54922403545903,"2",0.880797077977882,"2",0.84,"2",0.705,"2",0.9,2,6,2
"35","2",0.540522063311288,"2",0.54922403545903,"2",0.880797077977882,"2",0.84,"2",0.705,"2",0.9,2,6,2
"36","2",0.951453204218296,"2",0.996092638804473,"2",0.982013790037908,"2",1,"2",0.995,"2",0.9,2,6,2
"37","2",0.911410449946841,"2",0.820152647410672,"2",0.982013790037908,"2",0.92,"2",0.78,"2",0.9,2,6,2
"38","2",0.922497653559946,"2",0.994914266138778,"2",0.880797077977882,"2",1,"2",0.995,"2",0.9,2,6,2
"39","3",0.688866819878139,"3",0.978885670228085,"3",0.5,"3",0.92,"3",0.765,"3",0.873015873015873,3,6,3
"40","3",0.688866819878139,"3",0.978885670228085,"3",0.5,"3",0.92,"3",0.765,"3",0.873015873015873,3,6,3
"41","3",0.688866819878139,"3",0.978885670228085,"3",0.5,"3",0.92,"3",0.765,"3",0.873015873015873,3,6,3
"42","2",0.906356901947169,"2",0.90143945056413,"2",0.982013790037908,"2",0.88,"2",0.705,"2",0.9,2,6,2
"43","2",0.591930738817931,"3",0.984125332487216,"3",0.880797077977882,"3",0.8,"3",0.73,"3",0.873015873015873,3,5,3
"44","2",0.877256769018505,"2",0.997657125360638,"2",0.880797077977882,"2",0.52,"2",0.775,"2",0.9,2,6,2
"45","2",0.859767763667472,"2",0.989967172931885,"2",0.880797077977882,"2",0.92,"2",0.895,"2",0.9,2,6,2
"46","2",0.60775200112824,"2",0.992424985532479,"2",0.5,"2",0.72,"2",0.65,"2",0.551020408163265,2,6,2
"47","2",0.831348963979507,"2",0.992389409417427,"2",0.880797077977882,"2",1,"2",0.955,"2",0.9,2,6,2
"48","3",0.59210282248877,"2",0.976779853466543,"2",0.880797077977882,"3",0.52,"2",0.455,"2",0.551020408163265,2,4,2
"49","2",0.911821803911749,"2",0.995805369015187,"2",0.982013790037908,"2",1,"2",0.98,"2",0.9,2,6,2
"50","2",0.924348426592894,"2",0.999382116640429,"2",0.997527376843365,"2",1,"2",0.975,"2",0.9,2,6,2
"51","2",0.596257956701087,"2",0.94774016312365,"2",0.5,"2",0.52,"2",0.56,"2",0.9,2,6,2
"52","2",0.763306579100257,"2",0.986628715009243,"2",0.880797077977882,"2",0.96,"2",0.82,"2",0.9,2,6,2
"53","3",0.704348196125764,"3",0.897566233041203,"3",0.880797077977882,"3",1,"3",0.83,"3",0.873015873015873,3,6,3
"54","2",0.890330837948375,"2",0.97810826897045,"2",0.880797077977882,"2",1,"2",0.815,"2",0.9,2,6,2
"55","2",0.594805406997452,"2",0.93712845358231,"3",0.5,"4",0.72,"2",0.54,"4",0.5875,2,3,2
"56","2",0.899958228621689,"2",0.99548598698119,"2",0.880797077977882,"2",1,"2",0.985,"2",0.9,2,6,2
"57","3",0.784209589880301,"3",0.996281508815651,"3",0.880797077977882,"3",0.64,"3",0.755,"3",0.873015873015873,3,6,3
"58","2",0.973058073193739,"2",0.998668197845644,"2",0.982013790037908,"2",0.96,"2",0.97,"2",0.9,2,6,2
"59","2",0.910276706633233,"2",0.995051358332895,"2",0.880797077977882,"2",0.64,"2",0.685,"2",0.9,2,6,2
"60","2",0.87133545173615,"2",0.978679378000936,"2",0.880797077977882,"2",0.96,"2",0.885,"2",0.9,2,6,2
"61","2",0.743261775217691,"2",0.976441665647727,"2",0.5,"2",0.8,"2",0.73,"2",0.9,2,6,2
"62","2",0.890474638789819,"2",0.996934035917247,"2",0.982013790037908,"2",0.96,"2",0.86,"2",0.9,2,6,2
"63","2",0.970640026981327,"2",0.997192201570579,"2",0.880797077977882,"2",1,"2",0.94,"2",0.9,2,6,2
"64","2",0.850317593637633,"2",0.993271837020295,"2",0.880797077977882,"2",0.96,"2",0.95,"2",0.9,2,6,2
"65","2",0.932582123428745,"1",0.93635811875303,"2",0.880797077977882,"2",0.76,"2",0.76,"2",0.9,2,5,1
"66","1",0.642309072716103,"1",0.7022074098858,"1",0.997527376843365,"1",0.68,"2",0.57,"1",0.666666666666667,1,5,1
"67","2",0.842722579291618,"2",0.992269208615527,"2",0.880797077977882,"2",0.96,"2",0.945,"2",0.9,2,6,2
"68","2",0.683755041783283,"2",0.918684248425152,"2",0.880797077977882,"2",0.96,"2",0.695,"2",0.9,2,6,2
"69","2",0.919959799279819,"2",0.988972298058508,"2",0.880797077977882,"2",0.84,"2",0.785,"2",0.9,2,6,2
"70","2",0.747315283193338,"2",0.982488736050575,"2",0.5,"2",0.52,"2",0.54,"2",0.551020408163265,2,6,2
"71","2",0.749064016754189,"2",0.872053324826043,"3",0.5,"2",0.48,"2",0.52,"4",0.5875,2,4,2
"72","2",0.797786858769198,"2",0.99938089144505,"2",0.880797077977882,"2",0.96,"2",0.815,"2",0.9,2,6,2
"73","2",0.813130025412967,"2",0.939203237349535,"2",0.880797077977882,"2",0.84,"2",0.785,"2",0.9,2,6,2
"74","2",0.62841846043976,"3",0.871139871287233,"3",0.5,"3",0.88,"3",0.65,"3",0.873015873015873,3,5,3
"75","3",0.895222874650722,"3",0.945935091098513,"3",0.880797077977882,"3",0.68,"3",0.64,"3",0.873015873015873,3,6,3
"76","3",0.443975698380208,"2",0.985890564658442,"2",0.5,"2",0.6,"2",0.48,"2",0.551020408163265,2,5,2
"77","3",0.580862392562135,"3",0.905012792656247,"3",0.5,"3",0.84,"3",0.535,"3",0.533333333333333,3,6,3
"78","2",0.747581544687421,"2",0.965458628370434,"2",0.5,"2",0.52,"2",0.575,"2",0.551020408163265,2,6,2
"79","2",0.533656297754377,"3",0.952952156962267,"3",0.119202922022118,"3",0.88,"3",0.7,"3",0.873015873015873,3,5,3
"80","3",0.710880689134367,"3",0.992915934840351,"3",0.5,"3",0.92,"3",0.715,"3",0.873015873015873,3,6,3
"81","2",0.983682895583781,"2",0.998390312325395,"2",0.997527376843365,"2",1,"2",0.86,"2",0.9,2,6,2
"82","3",0.937022789759625,"3",0.99688737387685,"3",0.982013790037908,"3",1,"3",0.76,"3",0.873015873015873,3,6,3
"83","2",0.857576436921518,"2",0.990566955728714,"2",0.880797077977882,"2",1,"2",0.735,"2",0.9,2,6,2
"84","2",0.66797477553587,"4",0.815087651024958,"2",0.5,"2",0.68,"2",0.55,"2",0.551020408163265,2,5,4
"85","3",0.828845995898182,"3",0.999256981733137,"3",0.982013790037908,"3",0.92,"3",0.725,"3",0.873015873015873,3,6,3
"86","3",0.602340327817635,"1",0.614153270677078,"3",0.5,"3",0.92,"3",0.56,"3",0.873015873015873,3,5,3
"87","2",0.397055929709926,"1",0.999981119202088,"4",0.982013790037908,"4",0.92,"4",0.34,"4",0.941176470588235,4,4,1
"88","2",0.434639500631835,"2",0.484311489799839,"2",0.5,"2",0.56,"2",0.475,"2",0.551020408163265,2,6,2
"89","2",0.838546982123967,"2",0.553683069829102,"1",0.5,"1",0.72,"2",0.565,"1",0.666666666666667,1,3,2
"90","2",0.763648885447548,"2",0.998001356080737,"2",0.982013790037908,"2",0.96,"2",0.82,"2",0.9,2,6,2
"91","2",0.763288092342326,"2",0.900118832656801,"2",0.880797077977882,"2",0.72,"2",0.655,"2",0.551020408163265,2,6,2
"92","2",0.90902708060813,"2",0.997500966078261,"2",0.880797077977882,"2",1,"2",0.965,"2",0.9,2,6,2
"93","3",0.83656921801238,"3",0.991185007820411,"3",0.880797077977882,"3",0.92,"3",0.695,"3",0.873015873015873,3,6,3
"94","2",0.848651453952782,"2",0.989540303548448,"2",0.997527376843365,"2",0.8,"2",0.695,"2",0.9,2,6,2
"95","2",0.905842335990186,"2",0.973562360819979,"2",0.880797077977882,"2",0.64,"2",0.89,"2",0.9,2,6,2
"96","2",0.95123953840997,"2",0.99931847391636,"2",0.997527376843365,"2",1,"2",0.97,"2",0.9,2,6,2
"97","2",0.93082255509778,"2",0.99742671888217,"2",0.982013790037908,"2",1,"2",0.92,"2",0.9,2,6,2
"98","2",0.703082503364256,"2",0.982605139671098,"2",0.5,"2",0.96,"2",0.93,"2",0.9,2,6,2
"99","2",0.981092911516516,"2",0.89616185154672,"2",0.880797077977882,"2",0.6,"2",0.705,"2",0.9,2,6,2
"100","2",0.981092911516516,"2",0.89616185154672,"2",0.880797077977882,"2",0.6,"2",0.705,"2",0.9,2,6,2
"101","2",0.788136021171765,"2",0.978101615538624,"2",0.880797077977882,"2",0.92,"2",0.87,"2",0.9,2,6,2
"102","2",0.860279365655685,"2",0.977260298166043,"2",0.880797077977882,"2",0.96,"2",0.775,"2",0.9,2,6,2
"103","2",0.693808389923788,"2",0.982804479054825,"2",0.880797077977882,"2",0.6,"2",0.69,"2",0.9,2,6,2
"104","2",0.693808389923788,"2",0.982804479054825,"2",0.880797077977882,"2",0.6,"2",0.69,"2",0.9,2,6,2
"105","2",0.91538398573315,"2",0.999307421570979,"2",0.880797077977882,"2",0.64,"2",0.725,"2",0.9,2,6,2
"106","2",0.91538398573315,"2",0.999307421570979,"2",0.880797077977882,"2",0.64,"2",0.725,"2",0.9,2,6,2
"107","2",0.948307164676909,"2",0.998881589787256,"2",0.982013790037908,"2",1,"2",0.97,"2",0.9,2,6,2
"108","2",0.967362980960006,"2",0.998226601668407,"2",0.982013790037908,"2",1,"2",0.99,"2",0.9,2,6,2
"109","2",0.89487179594957,"2",0.995116077588861,"2",0.880797077977882,"2",0.96,"2",0.885,"2",0.9,2,6,2
"110","2",0.883884379819276,"2",0.989094841840464,"2",0.880797077977882,"2",1,"2",0.865,"2",0.9,2,6,2
"111","2",0.888658148598808,"2",0.997683838146694,"2",0.880797077977882,"2",1,"2",0.96,"2",0.9,2,6,2
"112","2",0.923636645547782,"2",0.999047092473057,"2",0.997527376843365,"2",1,"2",0.995,"2",0.9,2,6,2
"113","2",0.936914644477662,"2",0.999307153354568,"2",0.982013790037908,"2",1,"2",0.985,"2",0.9,2,6,2
"114","2",0.936914644477662,"2",0.999307153354568,"2",0.982013790037908,"2",1,"2",0.985,"2",0.9,2,6,2
"115","2",0.936914644477662,"2",0.999307153354568,"2",0.982013790037908,"2",1,"2",0.985,"2",0.9,2,6,2
"116","2",0.93082255509778,"2",0.99742671888217,"2",0.982013790037908,"2",1,"2",0.92,"2",0.9,2,6,2
"117","2",0.908070912188782,"2",0.993745902190835,"2",0.982013790037908,"2",1,"2",0.9,"2",0.9,2,6,2
"118","2",0.827962176345723,"2",0.922171833014316,"2",0.880797077977882,"2",0.72,"2",0.585,"2",0.9,2,6,2
"119","2",0.909450110605395,"2",0.96931395947278,"2",0.982013790037908,"2",0.96,"2",0.81,"2",0.9,2,6,2
"120","2",0.874661064414787,"2",0.637429089578783,"1",0.5,"2",0.8,"2",0.555,"2",0.9,2,5,2
"121","4",0.621894077975766,"4",0.787775356284659,"4",0.880797077977882,"4",0.84,"4",0.53,"4",0.5875,4,6,4
"122","2",0.815703723643521,"2",0.99407996581847,"2",0.880797077977882,"2",0.8,"2",0.865,"2",0.9,2,6,2
"123","2",0.910204709222613,"2",0.988718841171199,"2",0.982013790037908,"2",0.76,"2",0.605,"2",0.9,2,6,2
"124","2",0.841964885975878,"2",0.97568494032355,"2",0.5,"2",0.64,"2",0.665,"2",0.551020408163265,2,6,2
"125","2",0.931664097810412,"2",0.99682382564663,"2",0.982013790037908,"2",1,"2",0.9,"2",0.9,2,6,2
"126","2",0.885532968276443,"2",0.99695289111018,"2",0.982013790037908,"2",1,"2",1,"2",0.9,2,6,2
"127","2",0.879134917207183,"2",0.99792801175053,"2",0.982013790037908,"2",0.68,"2",0.78,"2",0.9,2,6,2
"128","2",0.936641441803148,"2",0.992640572267572,"2",0.982013790037908,"2",1,"2",1,"2",0.9,2,6,2
"129","2",0.891233616760799,"2",0.995607193073744,"2",0.880797077977882,"2",0.88,"2",0.895,"2",0.9,2,6,2
"130","2",0.945892518075143,"2",0.998279279124425,"2",0.880797077977882,"2",1,"2",0.975,"2",0.9,2,6,2
"131","2",0.905647746934847,"2",0.988158574242211,"2",0.880797077977882,"2",0.88,"2",0.855,"2",0.9,2,6,2
"132","2",0.866863447151422,"2",0.993475047525226,"2",0.880797077977882,"2",0.92,"2",0.745,"2",0.9,2,6,2
"133","2",0.732687352161497,"2",0.997645855684078,"2",0.982013790037908,"2",0.68,"2",0.645,"2",0.9,2,6,2
"134","2",0.732687352161497,"2",0.997645855684078,"2",0.982013790037908,"2",0.68,"2",0.645,"2",0.9,2,6,2
"135","3",0.633705521636033,"2",0.952502438402961,"2",0.982013790037908,"2",0.8,"2",0.63,"2",0.551020408163265,2,5,2
"136","3",0.633705521636033,"2",0.952502438402961,"2",0.982013790037908,"2",0.8,"2",0.63,"2",0.551020408163265,2,5,2
"137","2",0.765464800544684,"2",0.945162374031983,"2",0.880797077977882,"2",0.76,"2",0.625,"2",0.551020408163265,2,6,2
"138","3",0.679881254586982,"3",0.89113394371492,"3",0.880797077977882,"3",0.92,"3",0.67,"3",0.873015873015873,3,6,3
"139","3",0.679881254586982,"3",0.89113394371492,"3",0.880797077977882,"3",0.92,"3",0.67,"3",0.873015873015873,3,6,3
"140","2",0.855235633436875,"2",0.987646735759155,"2",0.880797077977882,"2",1,"2",0.915,"2",0.9,2,6,2
"141","2",0.957505022698395,"2",0.999611200890375,"2",0.997527376843365,"2",1,"2",0.98,"2",0.9,2,6,2
"142","2",0.957505022698395,"2",0.999611200890375,"2",0.997527376843365,"2",1,"2",0.98,"2",0.9,2,6,2
"143","2",0.957505022698395,"2",0.999611200890375,"2",0.997527376843365,"2",1,"2",0.98,"2",0.9,2,6,2
"144","2",0.957505022698395,"2",0.999611200890375,"2",0.997527376843365,"2",1,"2",0.98,"2",0.9,2,6,2
"145","2",0.957505022698395,"2",0.999611200890375,"2",0.997527376843365,"2",1,"2",0.98,"2",0.9,2,6,2
"146","2",0.952881715300891,"2",0.997960186509565,"2",0.997527376843365,"2",0.96,"2",0.855,"2",0.9,2,6,2
"147","3",0.577771772773794,"2",0.611962273519295,"2",0.5,"3",1,"3",0.595,"3",0.873015873015873,3,4,3
"148","2",0.939357630825674,"2",0.985452921042019,"2",0.997527376843365,"2",0.96,"2",0.67,"2",0.9,2,6,2
"149","2",0.939357630825674,"2",0.985452921042019,"2",0.997527376843365,"2",0.96,"2",0.67,"2",0.9,2,6,2
"150","2",0.960717174142877,"2",0.995213235350279,"2",0.982013790037908,"2",1,"2",0.86,"2",0.9,2,6,2
"151","2",0.950920402536861,"2",0.997715128195668,"2",0.982013790037908,"2",1,"2",0.915,"2",0.9,2,6,2
"152","2",0.912708127346268,"2",0.98488913960581,"2",0.982013790037908,"2",1,"2",0.965,"2",0.9,2,6,2
"153","2",0.927290062543139,"2",0.999290908518217,"2",0.982013790037908,"2",1,"2",0.98,"2",0.9,2,6,2
"154","2",0.867694824775802,"2",0.99592731789308,"2",0.880797077977882,"2",1,"2",0.94,"2",0.9,2,6,2
"155","2",0.951250790026268,"2",0.994168403286585,"2",0.997527376843365,"2",0.96,"2",0.765,"2",0.9,2,6,2
"156","2",0.913286709803743,"2",0.998051862108131,"2",0.880797077977882,"2",0.92,"2",0.9,"2",0.9,2,6,2
"157","2",0.936233735971069,"2",0.988315820461206,"2",0.982013790037908,"2",1,"2",0.9,"2",0.9,2,6,2
"158","2",0.765489755644979,"2",0.937254493342149,"3",0.5,"1",0.56,"2",0.51,"2",0.551020408163265,2,4,2
"159","2",0.816089883501522,"2",0.988204862445936,"2",0.982013790037908,"2",0.92,"2",0.805,"2",0.9,2,6,2
"160","2",0.79542102250592,"2",0.507362105479386,"2",0.880797077977882,"2",0.76,"2",0.715,"2",0.9,2,6,2
"161","2",0.800348060862675,"2",0.987345362019656,"2",0.880797077977882,"2",1,"2",0.9,"2",0.9,2,6,2
"162","2",0.83819616976618,"2",0.991066964090134,"2",0.880797077977882,"2",0.96,"2",0.87,"2",0.9,2,6,2
"163","1",0.485480147031557,"1",0.887702623456203,"1",0.880797077977882,"2",0.68,"2",0.755,"2",0.9,1,3,2
"164","2",0.910416769793332,"2",0.996225232457872,"2",0.982013790037908,"2",1,"2",0.92,"2",0.9,2,6,2
"165","3",0.759454104343386,"3",0.981185783845427,"3",0.880797077977882,"3",1,"3",0.83,"3",0.873015873015873,3,6,3
"166","2",0.872650418536391,"2",0.876993562967096,"2",0.880797077977882,"2",0.92,"2",0.8,"2",0.9,2,6,2
"167","2",0.922838335636967,"2",0.967503443325793,"2",0.880797077977882,"2",1,"2",1,"2",0.9,2,6,2
"168","1",0.577834017438761,"1",0.570250668558627,"1",0.880797077977882,"2",0.6,"2",0.53,"2",0.9,1,3,2
"169","2",0.80355489123529,"2",0.720435161388633,"2",0.5,"2",0.6,"2",0.665,"2",0.9,2,6,2
"170","2",0.86855092260221,"2",0.987408215988523,"2",0.880797077977882,"2",0.96,"2",0.925,"2",0.9,2,6,2
"171","2",0.935580049156917,"2",0.979078552547662,"2",0.880797077977882,"2",0.96,"2",0.85,"2",0.9,2,6,2
"172","2",0.838876832511672,"2",0.993077989639393,"2",0.880797077977882,"2",1,"2",0.95,"2",0.9,2,6,2
"173","2",0.793295788682474,"2",0.96120312297864,"2",0.982013790037908,"2",0.92,"2",0.78,"2",0.9,2,6,2
"174","2",0.925525558552888,"2",0.999732995746713,"2",0.982013790037908,"2",1,"2",0.915,"2",0.9,2,6,2
"175","2",0.885145390463761,"2",0.99091400608496,"2",0.5,"2",0.56,"2",0.63,"2",0.551020408163265,2,6,2
"176","2",0.904573554251651,"2",0.996443222851291,"2",0.880797077977882,"2",0.96,"2",0.96,"2",0.9,2,6,2
"177","2",0.861000082287839,"2",0.997859989997116,"2",0.982013790037908,"2",0.96,"2",0.945,"2",0.9,2,6,2
"178","2",0.869145480187761,"2",0.990134304948205,"2",0.880797077977882,"2",1,"2",0.875,"2",0.9,2,6,2
"179","2",0.800279258678239,"2",0.924042629172528,"2",0.880797077977882,"2",0.92,"2",0.735,"2",0.9,2,6,2
"180","2",0.824939046238703,"2",0.960604071481351,"2",0.5,"2",0.68,"2",0.745,"2",0.9,2,6,2
"181","2",0.808719530513027,"2",0.992388366020892,"2",0.880797077977882,"2",1,"2",0.925,"2",0.9,2,6,2
"182","2",0.913672291378289,"2",0.962734544982297,"2",0.982013790037908,"2",0.96,"2",0.635,"2",0.9,2,6,2
"183","2",0.958167555385399,"2",0.998869351558422,"2",0.982013790037908,"2",0.96,"2",0.69,"2",0.9,2,6,2
"184","2",0.895944575413197,"2",0.998436231252692,"2",0.880797077977882,"2",0.88,"2",0.795,"2",0.9,2,6,2
"185","2",0.779762149678191,"2",0.998140956896608,"2",0.880797077977882,"2",0.96,"2",0.925,"2",0.9,2,6,2
"186","3",0.766779776917894,"3",0.964426374191428,"3",0.880797077977882,"3",1,"3",0.56,"3",0.873015873015873,3,6,3
"187","2",0.607181789219316,"2",0.998199478872469,"2",0.880797077977882,"2",0.96,"2",0.65,"2",0.9,2,6,2
"188","4",0.378228550039034,"2",0.98914781588966,"2",0.880797077977882,"2",0.84,"2",0.71,"2",0.9,2,5,2
"189","4",0.378228550039034,"2",0.98914781588966,"2",0.880797077977882,"2",0.84,"2",0.71,"2",0.9,2,5,2
"190","2",0.885532968276443,"2",0.99695289111018,"2",0.982013790037908,"2",1,"2",1,"2",0.9,2,6,2
"191","2",0.961641760623847,"2",0.998486540794717,"2",0.982013790037908,"2",1,"2",0.99,"2",0.9,2,6,2
"192","2",0.961641760623847,"2",0.998486540794717,"2",0.982013790037908,"2",1,"2",0.99,"2",0.9,2,6,2
"193","2",0.972318185036384,"2",0.999904331244236,"2",0.982013790037908,"2",1,"2",0.99,"2",0.9,2,6,2
"194","2",0.972318185036384,"2",0.999904331244236,"2",0.982013790037908,"2",1,"2",0.99,"2",0.9,2,6,2
"195","2",0.954032672819425,"2",0.999435585986757,"2",0.982013790037908,"2",1,"2",0.995,"2",0.9,2,6,2
"196","2",0.928604275977062,"2",0.998745762380537,"2",0.880797077977882,"2",0.92,"2",0.885,"2",0.9,2,6,2
"197","2",0.835079490831728,"2",0.960924634634202,"2",0.880797077977882,"2",1,"2",0.975,"2",0.9,2,6,2
"198","2",0.934061567548838,"2",0.999751612829442,"2",0.880797077977882,"2",1,"2",0.89,"2",0.9,2,6,2
"199","2",0.934061567548838,"2",0.999751612829442,"2",0.880797077977882,"2",1,"2",0.89,"2",0.9,2,6,2
"200","2",0.934061567548838,"2",0.999751612829442,"2",0.880797077977882,"2",1,"2",0.89,"2",0.9,2,6,2
"201","2",0.934061567548838,"2",0.999751612829442,"2",0.880797077977882,"2",1,"2",0.89,"2",0.9,2,6,2
"202","2",0.950183162871117,"2",0.999670488036488,"2",0.880797077977882,"2",0.56,"2",0.785,"2",0.9,2,6,2
"203","2",0.950183162871117,"2",0.999670488036488,"2",0.880797077977882,"2",0.56,"2",0.785,"2",0.9,2,6,2
"204","2",0.614652533868909,"2",0.997003510572377,"2",0.997527376843365,"2",0.88,"2",0.685,"2",0.551020408163265,2,6,2
"205","3",0.533024010157782,"2",0.998919079992356,"3",0.982013790037908,"2",0.92,"2",0.61,"2",0.551020408163265,2,4,2
"206","2",0.567356933874701,"2",0.977809813123897,"2",0.880797077977882,"2",0.96,"2",0.865,"2",0.9,2,6,2
"207","2",0.901163524709881,"2",0.994134553829137,"2",0.880797077977882,"2",1,"2",0.925,"2",0.9,2,6,2
"208","2",0.866982443204247,"2",0.997432524741818,"2",0.982013790037908,"2",0.76,"2",0.77,"2",0.9,2,6,2
"209","2",0.75751260962478,"2",0.99601552946974,"2",0.880797077977882,"2",1,"2",0.72,"2",0.9,2,6,2
"210","2",0.916290222082209,"2",0.996059731798557,"2",0.880797077977882,"2",0.72,"2",0.815,"2",0.9,2,6,2
"211","2",0.909095760451725,"2",0.983219994389423,"2",0.880797077977882,"2",1,"2",0.975,"2",0.9,2,6,2
"212","2",0.880303309711261,"2",0.995559581651775,"2",0.880797077977882,"2",1,"2",0.945,"2",0.9,2,6,2
"213","2",0.876490190944242,"2",0.986531447369417,"2",0.982013790037908,"2",1,"2",0.875,"2",0.9,2,6,2
"214","2",0.956450349977325,"2",0.973469576407562,"2",0.982013790037908,"2",0.92,"2",0.83,"2",0.9,2,6,2
"215","2",0.490067846843072,"1",0.622269101946309,"2",0.880797077977882,"2",0.6,"2",0.64,"2",0.9,2,5,2
"216","2",0.597779043465435,"2",0.910877610633214,"2",0.880797077977882,"2",0.56,"2",0.71,"2",0.9,2,6,2
"217","2",0.680547180198914,"2",0.779609588675459,"1",0.880797077977882,"2",0.96,"2",0.875,"2",0.9,2,5,2
"218","2",0.777066262692128,"2",0.954042774705239,"2",0.880797077977882,"2",0.68,"2",0.775,"2",0.9,2,6,2
"219","2",0.889017701876539,"2",0.995375685619351,"2",0.880797077977882,"2",0.96,"2",0.905,"2",0.9,2,6,2
"220","2",0.906196175513796,"2",0.981146561959583,"2",0.880797077977882,"2",0.72,"2",0.71,"2",0.9,2,6,2
"221","2",0.895471264702114,"3",0.543981260876348,"2",0.5,"2",0.6,"2",0.485,"2",0.551020408163265,2,5,2
"222","2",0.849884700180757,"2",0.971399251607147,"2",0.982013790037908,"2",0.8,"2",0.87,"2",0.9,2,6,2
"223","2",0.925328115594496,"2",0.995549532751907,"2",0.880797077977882,"2",0.96,"2",0.85,"2",0.9,2,6,2
"224","2",0.512808647208128,"2",0.976316395355744,"2",0.880797077977882,"2",0.92,"2",0.715,"2",0.9,2,6,2
