"","Asylum.seekers...refugees","CP.rights...general","Civil.society","Corruption","Counter.terrorism","Death.penalty","Detention","Development","Disabilities","ESC.rights...general","Elections","Enforced.disappearances","Environment","Extrajudicial.executions","Freedom.of.association.and.peaceful.assembly","Freedom.of.movement","Freedom.of.opinion.and.expression","Freedom.of.religion.and.belief","Freedom.of.the.press","General","HIV...Aids","Human.rights.defenders","Human.rights.education.and.training","Human.rights.violations.by.state.agents","Impunity","Indigenous.peoples","Internally.displaced.persons","International.humanitarian.law","International.instruments","Justice","Labour","Migrants","Minorities","NHRI","National.plan.of.action","Other","Poverty","Public.security","Racial.discrimination","Right.to.education","Right.to.food","Right.to.health","Right.to.housing","Right.to.land","Right.to.water","Rights.of.the.Child","Sexual.Orientation.and.Gender.Identity","Special.procedures","Technical.assistance.and.cooperation","Torture.and.other.CID.treatment","Trafficking","Treaty.bodies","UPR.process","Women.s.rights"
"DJI",0.0093603744149766,0.00151975683890578,0.00380228136882129,0,0,0.00463499420625724,0.00837988826815642,0.00768245838668374,0.0152284263959391,0.00247729149463253,0,0.00121654501216545,0,0.00409836065573771,0,0,0.000815660685154976,0.00319829424307036,0.00102145045965271,0.0103092783505155,0.00819672131147541,0.00324149108589951,0.00863664404688464,0.00173310225303293,0,0.00789473684210526,0,0.00462962962962963,0.00281379985319305,0.00291356426027841,0.00554323725055432,0.00456881781838949,0.00443951165371809,0.00414651002073255,0.00163398692810458,0.0122358175750834,0.00573394495412844,0.0112781954887218,0.00324675324675325,0.00926402470406588,0.00392156862745098,0.0107084019769358,0.0131004366812227,0.00591715976331361,0,0.00614844093104963,0,0.000652315720808871,0.00402010050251256,0.0036112934996717,0.0027378507871321,0.00334448160535117,0.00388349514563107,0.00494098270656053
"DRC",0.0062402496099844,0,0.00126742712294043,0,0,0,0.000399042298483639,0.00640204865556978,0.000725163161711385,0.000825763831544178,0,0.0024330900243309,0,0,0,0,0,0,0.00102145045965271,0.00343642611683849,0.0122950819672131,0,0.00616903146206046,0,0,0.00131578947368421,0.0117647058823529,0.00231481481481481,0.00232444335698556,0.00258983489802525,0.00388026607538803,0.00456881781838949,0.000554938956714761,0.00621976503109883,0.00163398692810458,0.00333704115684093,0.00114678899082569,0.0112781954887218,0.00194805194805195,0.00205867215645908,0,0.000823723228995058,0,0,0.00595238095238095,0.00161030595813205,0,0,0.00301507537688442,0.00131319763624425,0.00136892539356605,0.00167224080267559,0,0.00109799615701345
"DRV",0.0015600624024961,0.00911854103343465,0.00126742712294043,0.00444444444444444,0,0,0.000399042298483639,0.0537772087067862,0.00725163161711385,0.0330305532617671,0,0,0.0121951219512195,0,0,0,0.00163132137030995,0.00319829424307036,0,0.0171821305841924,0,0,0.00616903146206046,0,0,0.00789473684210526,0.00588235294117647,0,0.00220210423293369,0.0113305276788605,0.00277161862527716,0.0102798400913764,0.0122086570477248,0.00207325501036628,0.00490196078431373,0.00889877641824249,0.0321100917431193,0.0112781954887218,0.00649350649350649,0.0169840452907874,0.0470588235294118,0.0172981878088962,0.0218340611353712,0,0,0.00761235543844239,0,0.00130463144161774,0.0050251256281407,0.000656598818122127,0.0082135523613963,0.00167224080267559,0.00970873786407767,0.00919571781498765
"ECU",0.0405616224648986,0.00759878419452888,0.00126742712294043,0,0.0129032258064516,0.0110081112398609,0.0103750997605746,0.00384122919334187,0.0217548948513416,0.0198183319570603,0.00408163265306122,0.0194647201946472,0.0121951219512195,0.00409836065573771,0,0.00961538461538462,0,0.00533049040511727,0.00102145045965271,0.00687285223367698,0.00409836065573771,0,0.00370141887723627,0.0155979202772964,0.0132978723404255,0.0223684210526316,0.0176470588235294,0.0138888888888889,0.0167604599951064,0.00647458724506313,0.0310421286031042,0.038263849229012,0.00998890122086571,0.00621976503109883,0.00326797385620915,0.0100111234705228,0.0126146788990826,0.0037593984962406,0.0149350649350649,0.00772002058672156,0.00784313725490196,0.00247116968698517,0.0131004366812227,0.0118343195266272,0.0119047619047619,0.0118577075098814,0,0.00717547292889759,0.00100502512562814,0.010177281680893,0.00958247775496235,0.00418060200668896,0,0.00933296733461433
"EGY",0.0093603744149766,0.00759878419452888,0.00760456273764259,0.00444444444444444,0.00645161290322581,0.00637311703360371,0.00598563447725459,0.0179257362355954,0.0174039158810732,0.0264244426094137,0.0122448979591837,0,0.0304878048780488,0.00409836065573771,0,0.0192307692307692,0.0032626427406199,0.0181236673773987,0.00102145045965271,0.0446735395189003,0.0204918032786885,0.00162074554294976,0.027143738433066,0.00519930675909879,0.00265957446808511,0.00526315789473684,0,0.00694444444444444,0.0148030340102765,0.00647458724506313,0.0354767184035477,0.0411193603655054,0.0072142064372919,0.0290255701451279,0.0179738562091503,0.0422691879866518,0.0194954128440367,0.018796992481203,0.038961038961039,0.0211013896037056,0.0313725490196078,0.0181219110378913,0.0131004366812227,0.0355029585798817,0.0535714285714286,0.0139071878202313,0,0.000652315720808871,0.0361809045226131,0.00295469468154957,0.0246406570841889,0.0108695652173913,0.00970873786407767,0.0130387043645347
"EST",0,0.0167173252279635,0.00380228136882129,0.00444444444444444,0,0.0121668597914253,0.0123703112529928,0,0.00362581580855693,0,0,0,0,0,0.00279329608938547,0,0.0163132137030995,0,0.0153217568947906,0,0,0.00648298217179903,0.00185070943861814,0.00173310225303293,0.00265957446808511,0.00657894736842105,0,0.0138888888888889,0.0151700513824321,0.0187763030106831,0.000554323725055432,0,0,0.000691085003455425,0.0065359477124183,0.00333704115684093,0.00114678899082569,0,0.000649350649350649,0.00257334019557385,0,0,0,0.00591715976331361,0,0.00351339481774264,0.00328947368421053,0.00130463144161774,0,0.0111621799080762,0.00205338809034908,0.00250836120401338,0,0.00329398847104035
"ETH",0,0.00151975683890578,0.00253485424588086,0.00444444444444444,0,0,0.000798084596967279,0.00640204865556978,0.00362581580855693,0,0.0204081632653061,0,0,0,0,0,0,0,0,0.00343642611683849,0,0,0.00555212831585441,0,0,0,0,0,0.000856373868363103,0.00258983489802525,0.00277161862527716,0.00285551113649343,0,0.000691085003455425,0.00163398692810458,0.00333704115684093,0.00229357798165138,0.0037593984962406,0,0.00566134843026248,0,0.00658978583196046,0,0,0,0.0019030888596106,0,0,0.00603015075376884,0.00196979645436638,0.000684462696783025,0,0.00388349514563107,0.0021959923140269
"ETM",0.0015600624024961,0.00151975683890578,0.00126742712294043,0,0,0,0,0,0.000725163161711385,0.00330305532617671,0,0.00364963503649635,0,0.00409836065573771,0,0,0,0.00106609808102345,0,0.00171821305841924,0,0.00162074554294976,0.00431832202344232,0.00173310225303293,0.00265957446808511,0.00131578947368421,0,0.00231481481481481,0.00159040861267433,0.00323729362253156,0.000554323725055432,0.00228440890919475,0.000554938956714761,0.00207325501036628,0.00326797385620915,0,0.00229357798165138,0,0.000649350649350649,0.00720535254760679,0,0.00658978583196046,0,0,0,0.0019030888596106,0,0.000652315720808871,0.00804020100502513,0.000984898227183191,0.000684462696783025,0,0,0.00205874279440022
"FIN",0.0046801872074883,0.00759878419452888,0.00760456273764259,0,0.00645161290322581,0.00579374275782155,0.000798084596967279,0,0.00725163161711385,0.00330305532617671,0.00408163265306122,0,0.00609756097560976,0.00409836065573771,0.00698324022346369,0,0.00734094616639478,0.00426439232409382,0.00408580183861083,0,0.00409836065573771,0.0113452188006483,0.00431832202344232,0.00346620450606586,0.00797872340425532,0.0210526315789474,0.0117647058823529,0.00694444444444444,0.00550526058233423,0.00712204596956944,0.00332594235033259,0.00171330668189606,0.0205327413984462,0.00483759502418798,0.00326797385620915,0.00667408231368187,0.00458715596330275,0,0.00519480519480519,0.0169840452907874,0.00392156862745098,0.00658978583196046,0.00436681222707424,0.0236686390532544,0,0.00980822719953155,0.0109649122807018,0.00195694716242661,0.00201005025125628,0.00295469468154957,0.0027378507871321,0.0108695652173913,0,0.00919571781498765
"FRN",0.0249609984399376,0.0486322188449848,0.0291508238276299,0.00444444444444444,0.0451612903225806,0.078215527230591,0.0494812450119713,0.00256081946222791,0.0145032632342277,0.0255986787778695,0.0326530612244898,0.195863746958637,0,0.0532786885245902,0.0558659217877095,0.0480769230769231,0.0595432300163132,0.0245202558635394,0.0674157303370786,0.00343642611683849,0.00409836065573771,0.0486223662884927,0.012954966070327,0.0381282495667244,0.0877659574468085,0.0171052631578947,0.0176470588235294,0.0277777777777778,0.0526058233423049,0.0430560051796698,0.0188470066518847,0.00970873786407767,0.0105438401775805,0.0407740152038701,0.00980392156862745,0.00556173526140156,0.00114678899082569,0.0150375939849624,0.0201298701298701,0.00411734431291817,0.00392156862745098,0.0115321252059308,0.0174672489082969,0.029585798816568,0,0.0215195432586737,0.0778508771929825,0.0280495759947815,0.00804020100502513,0.0541694024950755,0.0150581793292266,0.0267558528428094,0.00194174757281553,0.0266264068075762
"GHA",0.0124804992199688,0.00759878419452888,0.00506970849176172,0.00444444444444444,0.00645161290322581,0,0.00558659217877095,0.00256081946222791,0.00797679477882524,0.00412881915772089,0.00816326530612245,0.0072992700729927,0,0.00409836065573771,0.00418994413407821,0,0.0065252854812398,0.00426439232409382,0.00204290091930541,0.00687285223367698,0,0,0.00370141887723627,0.00519930675909879,0.00797872340425532,0.00921052631578947,0.0117647058823529,0.00462962962962963,0.00880841693173477,0.00679831660731628,0.0110864745011086,0.0131353512278698,0.00887902330743618,0.0165860400829302,0.0065359477124183,0.00444938820912125,0.00458715596330275,0.0037593984962406,0.00974025974025974,0.00874935666495111,0.00392156862745098,0.00494233937397035,0.00873362445414847,0.00591715976331361,0,0.00673400673400673,0,0.00652315720808871,0.00703517587939699,0.00656598818122127,0.00136892539356605,0.0209030100334448,0.00388349514563107,0.00905846829536097
"GMY",0.0124804992199688,0.0212765957446809,0.0253485424588086,0.0311111111111111,0.0193548387096774,0.0324449594438007,0.0283320031923384,0.00128040973111396,0.00652646845540247,0.0165152766308836,0.0122448979591837,0.0121654501216545,0.00609756097560976,0.0286885245901639,0.0474860335195531,0,0.033442088091354,0.0191897654584222,0.0408580183861083,0.00343642611683849,0.0163934426229508,0.0275526742301459,0.0178901912399753,0.0381282495667244,0.0478723404255319,0.0171052631578947,0.00588235294117647,0.0138888888888889,0.015292390506484,0.0242797021689867,0.0149667405764967,0.00228440890919475,0.0122086570477248,0.022805805114029,0.00980392156862745,0.00889877641824249,0.00114678899082569,0.0150375939849624,0.00974025974025974,0.00514668039114771,0.00392156862745098,0.00823723228995058,0.0131004366812227,0.0177514792899408,0.0238095238095238,0.0221051090616308,0.0164473684210526,0.0130463144161774,0.00804020100502513,0.0325016414970453,0.0143737166324435,0.0209030100334448,0.0135922330097087,0.0166071918748284
"GRC",0.0031201248049922,0.00151975683890578,0,0,0.00645161290322581,0.00637311703360371,0.00319233838786911,0.00128040973111396,0.00435097897026831,0.000825763831544178,0.00408163265306122,0.0024330900243309,0,0.00409836065573771,0.00139664804469274,0.00961538461538462,0.00570962479608483,0.00639658848614072,0.00408580183861083,0.00515463917525773,0.00409836065573771,0.00162074554294976,0.00431832202344232,0,0,0.00921052631578947,0.0176470588235294,0.00694444444444444,0.00293613897724492,0.00258983489802525,0.000554323725055432,0.00114220445459737,0.00610432852386238,0.00621976503109883,0.00163398692810458,0.00333704115684093,0.00344036697247706,0.0037593984962406,0.00584415584415584,0.0036026762738034,0.0156862745098039,0.000823723228995058,0,0.0118343195266272,0,0.00409896062069975,0.00328947368421053,0.00521852576647097,0,0.00295469468154957,0.00752908966461328,0,0,0.0059017293439473
"GUA",0.0031201248049922,0.00455927051671732,0,0,0,0,0.00239425379090184,0.00128040973111396,0.000725163161711385,0.000825763831544178,0,0.00121654501216545,0,0,0,0,0,0,0,0,0,0,0.00308451573103023,0.00346620450606586,0,0.0105263157894737,0,0.00231481481481481,0.00587227795448985,0.00194237617351894,0.0149667405764967,0.0222729868646488,0.00332963374028857,0.0027643400138217,0,0.00222469410456062,0,0,0.00519480519480519,0.000514668039114771,0,0.000823723228995058,0,0,0,0.00175669740887132,0,0.0195694716242661,0.00100502512562814,0.00426789231779383,0.000684462696783025,0.00418060200668896,0.0116504854368932,0.00288223991216031
"HON",0,0,0,0,0,0.00231749710312862,0.000399042298483639,0,0.000725163161711385,0,0.00408163265306122,0,0.00609756097560976,0,0,0,0,0,0,0.00171821305841924,0.00819672131147541,0,0.00123380629241209,0,0,0.00657894736842105,0,0,0.00183508686077808,0.000323729362253156,0.00609756097560976,0.00628212450028555,0.000554938956714761,0.00207325501036628,0.00326797385620915,0.00222469410456062,0.00229357798165138,0.0037593984962406,0.0025974025974026,0.00154400411734431,0,0.00411861614497529,0,0,0,0.00468452642365686,0,0,0,0.00164149704530532,0.0054757015742642,0.00167224080267559,0.00194174757281553,0.00315673895141367
"HUN",0.0109204368174727,0.0182370820668693,0.0202788339670469,0.00888888888888889,0.00645161290322581,0.0208574739281576,0.019952114924182,0,0.018854242204496,0.00578034682080925,0.0122448979591837,0.0048661800486618,0,0.0286885245901639,0.0139664804469274,0.00961538461538462,0.00897226753670473,0.00426439232409382,0.0102145045965271,0,0.0163934426229508,0.0210696920583468,0.00925354719309068,0.0155979202772964,0.0106382978723404,0.0157894736842105,0.0117647058823529,0.0185185185185185,0.0155370687545877,0.0168339268371641,0.00609756097560976,0.00228440890919475,0.00887902330743618,0.0172771250863856,0.011437908496732,0.00889877641824249,0.00229357798165138,0.0037593984962406,0.00649350649350649,0.0123520329387545,0.00784313725490196,0.00329489291598023,0,0.0177514792899408,0.0119047619047619,0.0184453227931489,0.00219298245614035,0.0345727332028702,0.00703517587939699,0.020682862770847,0.00889801505817933,0.0150501672240803,0.058252427184466,0.0101564644523744
"IND",0.0015600624024961,0.00303951367781155,0.00126742712294043,0,0,0,0.00159616919393456,0.00512163892445583,0.00652646845540247,0.00165152766308836,0.00408163265306122,0,0,0,0,0.00961538461538462,0.00244698205546493,0.00213219616204691,0,0.00515463917525773,0.00409836065573771,0,0.000616903146206046,0.00173310225303293,0,0.00263157894736842,0,0.00231481481481481,0.00220210423293369,0.00129491744901263,0.0016629711751663,0.00228440890919475,0.0105438401775805,0.0193503800967519,0,0.00778642936596218,0,0,0.00779220779220779,0.0036026762738034,0.00784313725490196,0.00741350906095552,0.00873362445414847,0,0,0.00351339481774264,0,0.00195694716242661,0.00100502512562814,0.000656598818122127,0.00616016427104723,0.00250836120401338,0.00194174757281553,0.00384298654954708
"INS",0.0046801872074883,0.013677811550152,0.0101394169835234,0.0177777777777778,0,0,0.00239425379090184,0.00640204865556978,0.0116026105873822,0.00990916597853014,0.00408163265306122,0.00364963503649635,0,0.00819672131147541,0.00418994413407821,0,0.00489396411092985,0.0127931769722814,0.00408580183861083,0.00687285223367698,0.00819672131147541,0.00162074554294976,0.0111042566317088,0.00346620450606586,0,0.00526315789473684,0,0,0.0110105211646685,0.00809323405632891,0.0288248337028825,0.0296973158195317,0.00610432852386238,0.0359364201796821,0.0490196078431373,0.00778642936596218,0.0103211009174312,0.0037593984962406,0.0142857142857143,0.0241893978383942,0.00392156862745098,0.014003294892916,0.0218340611353712,0.00591715976331361,0.00595238095238095,0.0103937930024887,0,0.00260926288323549,0.0120603015075377,0.00558108995403808,0.0157426420260096,0.00501672240802676,0.00776699029126214,0.0111172110897612
"IRE",0.0093603744149766,0.00911854103343465,0.0316856780735108,0.00444444444444444,0.00645161290322581,0.0104287369640788,0.0123703112529928,0,0.00362581580855693,0.00495458298926507,0.0244897959183673,0.0048661800486618,0.00609756097560976,0.0122950819672131,0.0335195530726257,0.00961538461538462,0.0195758564437194,0.00959488272921109,0.0265577119509704,0.00343642611683849,0.0163934426229508,0.0615883306320908,0.00740283775447255,0.0138648180242634,0.0212765957446809,0.00789473684210526,0.00588235294117647,0.0185185185185185,0.00709566919500856,0.0116542570411136,0.00498891352549889,0.00171330668189606,0.0072142064372919,0.00967519004837595,0.011437908496732,0.00667408231368187,0,0.0112781954887218,0.00714285714285714,0.00463201235203294,0.00392156862745098,0.00823723228995058,0.00436681222707424,0.0177514792899408,0.00595238095238095,0.00936905284731372,0.0208333333333333,0.0143509458577952,0.00201005025125628,0.0121470781352594,0.00342231348391513,0.00919732441471572,0.00388349514563107,0.00892121877573429
"IRN",0.015600624024961,0.00759878419452888,0.00126742712294043,0.00444444444444444,0.0193548387096774,0,0.00798084596967279,0.0268886043533931,0.0195794053662074,0.0239471511147812,0.0163265306122449,0.00121654501216545,0.0304878048780488,0,0.00139664804469274,0,0.00244698205546493,0.0287846481876333,0.00102145045965271,0.0206185567010309,0.0286885245901639,0,0.00801974090067859,0.0173310225303293,0.00531914893617021,0.0210526315789474,0,0.0185185185185185,0.00599461707854172,0.00971188086759469,0.0171840354767184,0.0171330668189606,0.0266370699223085,0.00483759502418798,0.0375816993464052,0.0211345939933259,0.0206422018348624,0.0037593984962406,0.0441558441558442,0.0236747297992795,0.0196078431372549,0.0255354200988468,0.00873362445414847,0.00591715976331361,0.0178571428571429,0.0185917142438882,0,0.00260926288323549,0.00804020100502513,0.00393959290873276,0.0239561943874059,0.00668896321070234,0.00388349514563107,0.00947021685424101
"IRQ",0.0093603744149766,0.00151975683890578,0.00253485424588086,0,0.00645161290322581,0.000579374275782155,0.00399042298483639,0.00384122919334187,0.0108774474256708,0.00908340214698596,0,0.0206812652068127,0,0,0,0,0.00163132137030995,0.00319829424307036,0.00204290091930541,0.00171821305841924,0,0.00324149108589951,0.00308451573103023,0.00173310225303293,0,0.00789473684210526,0,0.00231481481481481,0.00599461707854172,0.00129491744901263,0.00554323725055432,0.00399771559109081,0.00277469478357381,0.0027643400138217,0.00163398692810458,0.00333704115684093,0.00573394495412844,0,0.0038961038961039,0.00205867215645908,0,0.00329489291598023,0.00436681222707424,0,0,0.00278143756404626,0,0.0045662100456621,0.00100502512562814,0.00229809586342745,0.00342231348391513,0.00167224080267559,0,0.00315673895141367
"ISR",0.0031201248049922,0,0.00887198986058302,0.00888888888888889,0,0.00463499420625724,0.00319233838786911,0,0.00725163161711385,0.00165152766308836,0.00408163265306122,0.00121654501216545,0.00609756097560976,0.0122950819672131,0.0153631284916201,0,0.0146818923327896,0.00533049040511727,0.00919305413687436,0.00171821305841924,0.00409836065573771,0.00810372771474878,0.00123380629241209,0.0103986135181976,0.00531914893617021,0.00131578947368421,0,0.00462962962962963,0.00256912160508931,0.00679831660731628,0.00443458980044346,0.00285551113649343,0.00832408435072142,0.00207325501036628,0.0065359477124183,0.00778642936596218,0,0.0037593984962406,0.00909090909090909,0.00205867215645908,0,0.00494233937397035,0,0,0.00595238095238095,0.00746596398770312,0.0043859649122807,0.00717547292889759,0.00402010050251256,0.00492449113591596,0.0130047912388775,0.0351170568561873,0.00194174757281553,0.00699972550096075
"ITA",0.0046801872074883,0.0227963525835866,0.0202788339670469,0.0266666666666667,0.00645161290322581,0.0660486674391657,0.0179569034317638,0.00128040973111396,0.00870195794053662,0.0115606936416185,0.00816326530612245,0,0.00609756097560976,0.0204918032786885,0.0167597765363128,0.0288461538461538,0.0212071778140294,0.0458422174840085,0.024514811031665,0.00859106529209622,0,0.0145867098865478,0.0296113510178902,0.0190641247833622,0.0106382978723404,0.0105263157894737,0.00588235294117647,0.0138888888888889,0.0123562515292391,0.014567821301392,0.0160753880266075,0.00285551113649343,0.0133185349611543,0,0.00490196078431373,0.00444938820912125,0.00114678899082569,0.018796992481203,0.00519480519480519,0.0154400411734431,0.00392156862745098,0.00247116968698517,0.00873362445414847,0.0177514792899408,0.00595238095238095,0.0266432440345484,0.0109649122807018,0.00717547292889759,0.00301507537688442,0.0236375574523966,0.0082135523613963,0.0158862876254181,0.0058252427184466,0.0196266813066154
"JOR",0.0124804992199688,0.00151975683890578,0.00506970849176172,0.00888888888888889,0,0,0.00119712689545092,0.00256081946222791,0.00725163161711385,0.00660611065235343,0,0,0,0,0,0.0288461538461538,0,0.0149253731343284,0,0.0240549828178694,0,0,0.0148056755089451,0,0,0.00921052631578947,0.00588235294117647,0.00231481481481481,0.00232444335698556,0.00291356426027841,0.0016629711751663,0.00285551113649343,0.00610432852386238,0.00967519004837595,0.00326797385620915,0.00889877641824249,0,0,0.0025974025974026,0.00205867215645908,0,0.00164744645799012,0.00436681222707424,0.0177514792899408,0,0.00497730932513541,0,0.0110893672537508,0,0.000656598818122127,0.000684462696783025,0.0125418060200669,0,0.00398023606917376
"JPN",0.0078003120124805,0.0182370820668693,0.00253485424588086,0.00444444444444444,0.00645161290322581,0.000579374275782155,0.00558659217877095,0,0.00362581580855693,0.014037985136251,0.0204081632653061,0.0267639902676399,0,0.0122950819672131,0.00837988826815642,0.00961538461538462,0.0138662316476346,0.00426439232409382,0.00715015321756895,0.00687285223367698,0.00409836065573771,0.00324149108589951,0.00801974090067859,0.00346620450606586,0.0186170212765957,0.00263157894736842,0.0176470588235294,0.00925925925925926,0.00746268656716418,0.0106830689543542,0.0016629711751663,0.00285551113649343,0.00665926748057714,0,0.00490196078431373,0.00222469410456062,0.00229357798165138,0.0150375939849624,0.00519480519480519,0.0036026762738034,0.00392156862745098,0.00329489291598023,0.00436681222707424,0.0118343195266272,0.00595238095238095,0.00790513833992095,0,0.0117416829745597,0.0100502512562814,0.00886408404464872,0.00752908966461328,0.00752508361204013,0.00776699029126214,0.00850947021685424
"KUW",0.0046801872074883,0.00151975683890578,0.00126742712294043,0.00444444444444444,0.0193548387096774,0,0,0.0179257362355954,0.00942712110224801,0.00578034682080925,0,0.00121654501216545,0.00609756097560976,0,0,0,0.000815660685154976,0.00746268656716418,0.00306435137895812,0.00687285223367698,0,0,0.00801974090067859,0,0,0,0.0117647058823529,0.00694444444444444,0.000611695620259359,0.00258983489802525,0.000554323725055432,0.00285551113649343,0.00166481687014428,0.0027643400138217,0.00163398692810458,0.00889877641824249,0.0126146788990826,0.0225563909774436,0.0025974025974026,0.00669068450849202,0.00392156862745098,0.00658978583196046,0.00873362445414847,0.00591715976331361,0,0.00161030595813205,0,0.000652315720808871,0.0180904522613065,0,0,0.00167224080267559,0.00194174757281553,0.00137249519626681
"KYR",0.0031201248049922,0.00151975683890578,0.00253485424588086,0.0133333333333333,0,0,0.000798084596967279,0.00128040973111396,0.00580130529369108,0.00165152766308836,0,0,0,0,0,0,0,0.00106609808102345,0,0.00171821305841924,0.00409836065573771,0,0,0,0,0.00263157894736842,0,0,0.00171274773672621,0.00226610553577209,0.00277161862527716,0.00742432895488292,0.00110987791342952,0.00207325501036628,0.00163398692810458,0.00333704115684093,0.0103211009174312,0.0075187969924812,0.00194805194805195,0.00669068450849202,0,0.0057660626029654,0.00436681222707424,0,0,0.00468452642365686,0,0.000652315720808871,0.00201005025125628,0.000656598818122127,0.0102669404517454,0.00334448160535117,0.00194174757281553,0.00301948943178699
"KZK",0,0.00151975683890578,0.00253485424588086,0.0133333333333333,0,0.000579374275782155,0.00119712689545092,0.00256081946222791,0.00435097897026831,0.00330305532617671,0,0,0,0,0,0,0,0.00213219616204691,0,0.00515463917525773,0.00409836065573771,0,0,0,0,0.00131578947368421,0,0,0.00244678248103744,0.00161864681126578,0.00332594235033259,0.000571102227298686,0.00332963374028857,0.000691085003455425,0.00980392156862745,0.00333704115684093,0.00344036697247706,0,0.0038961038961039,0.00205867215645908,0,0.0057660626029654,0,0,0.00595238095238095,0.00278143756404626,0,0.0045662100456621,0.00100502512562814,0.00131319763624425,0.00616016427104723,0.00752508361204013,0.00776699029126214,0.00329398847104035
"LAT",0,0.00759878419452888,0.00126742712294043,0,0.00645161290322581,0.00231749710312862,0,0,0,0,0,0,0,0.00409836065573771,0.00418994413407821,0,0.00570962479608483,0,0.00102145045965271,0.00171821305841924,0,0.00162074554294976,0,0.00173310225303293,0.00265957446808511,0,0,0,0.00489356496207487,0.0110067983166073,0,0,0,0,0,0.00222469410456062,0,0,0,0.000514668039114771,0,0,0,0,0,0.000731957253696384,0,0.0756686236138291,0,0.00196979645436638,0.0027378507871321,0.00167224080267559,0,0.00123524567664013
"LEB",0.0015600624024961,0.00455927051671732,0.00253485424588086,0,0,0,0.000798084596967279,0.0128040973111396,0.00217548948513416,0.00825763831544178,0.00408163265306122,0,0,0,0.00139664804469274,0,0.00163132137030995,0.00746268656716418,0.00306435137895812,0.00515463917525773,0.00409836065573771,0,0.00431832202344232,0.00173310225303293,0,0,0,0,0.000122339124051872,0.00194237617351894,0.00221729490022173,0.00228440890919475,0.00110987791342952,0.000691085003455425,0,0.0111234705228031,0.00573394495412844,0.0150375939849624,0.0012987012987013,0.00514668039114771,0.00392156862745098,0.00329489291598023,0,0,0,0.00131752305665349,0,0,0.00402010050251256,0.000656598818122127,0.00410677618069815,0.000836120401337793,0,0.00274499039253363
"LIB",0,0.00151975683890578,0,0.00444444444444444,0,0,0.00119712689545092,0.0089628681177977,0.00290065264684554,0.00330305532617671,0,0,0.00609756097560976,0,0,0,0.000815660685154976,0.00746268656716418,0.00102145045965271,0.00687285223367698,0.0163934426229508,0,0.00925354719309068,0,0.00531914893617021,0.00131578947368421,0,0,0.00256912160508931,0.00161864681126578,0.00221729490022173,0.00228440890919475,0.00776914539400666,0.00760193503800968,0.00490196078431373,0.00556173526140156,0.00573394495412844,0,0.00519480519480519,0.00669068450849202,0.00784313725490196,0.00906095551894563,0.00873362445414847,0.00591715976331361,0.00595238095238095,0.00512370077587469,0,0.00130463144161774,0.00703517587939699,0.000328299409061064,0.0109514031485284,0.00334448160535117,0.0058252427184466,0.00384298654954708
"LIE",0,0,0,0,0,0,0.00119712689545092,0,0.000725163161711385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00801974090067859,0,0,0.00131578947368421,0,0,0.00415953021776364,0.00938815150534154,0.000554323725055432,0,0.000554938956714761,0,0,0.00111234705228031,0,0,0,0.00205867215645908,0,0.000823723228995058,0,0,0,0.00717318108622456,0,0,0,0.00952068286277085,0.0027378507871321,0,0,0.0037057370299204
"LIT",0.0015600624024961,0.00455927051671732,0.00253485424588086,0,0,0.00637311703360371,0.00119712689545092,0,0,0.00165152766308836,0.00408163265306122,0.00364963503649635,0,0.0204918032786885,0.0153631284916201,0,0.00734094616639478,0.00106609808102345,0.0163432073544433,0,0,0.00324149108589951,0.00308451573103023,0.00519930675909879,0.00265957446808511,0,0.00588235294117647,0.0162037037037037,0.00183508686077808,0.00258983489802525,0.0016629711751663,0,0.00166481687014428,0.000691085003455425,0,0,0,0.0037593984962406,0.000649350649350649,0.000514668039114771,0.00392156862745098,0,0,0,0,0.00409896062069975,0,0.00391389432485323,0.00100502512562814,0.00164149704530532,0.0027378507871321,0.000836120401337793,0,0.00466648366730716
"LUX",0,0.00303951367781155,0,0,0,0.00637311703360371,0.00319233838786911,0,0.000725163161711385,0.000825763831544178,0.00408163265306122,0,0,0,0.00139664804469274,0,0.00407830342577488,0.00426439232409382,0.00306435137895812,0,0.00409836065573771,0.00648298217179903,0.00308451573103023,0.00173310225303293,0.0106382978723404,0,0,0.00925925925925926,0.00195742598482995,0.00323729362253156,0.000554323725055432,0,0.00388457269700333,0.000691085003455425,0,0.00222469410456062,0.00229357798165138,0.0037593984962406,0.0025974025974026,0.00205867215645908,0.0156862745098039,0.00823723228995058,0,0,0.0119047619047619,0.00453813497291758,0.0043859649122807,0.00195694716242661,0,0.00328299409061064,0.00205338809034908,0.00752508361204013,0,0.00631347790282734
